customer_id,month,data_gb,voice_min,intl_min,sms_count,revenue_inr,failed_payment_count,days_active
SUB102732,2026-03,2.5,337,2,14,143.51,0,28
SUB102993,2026-05,1.41,307,6,10,98.84,0,26
SUB102474,2026-05,13.58,387,4,12,292.87,0,26
SUB101934,2026-02,6.13,133,6,8,259.38,0,26
SUB101769,2026-02,3.35,164,3,5,227.27,0,26
SUB101063,2026-04,8.75,156,4,4,200.1,1,29
SUB102197,2026-03,4.67,225,4,15,141.53,0,28
SUB102322,2026-05,6.95,409,2,8,271.81,0,30
SUB100356,2026-04,21.28,181,1,12,480.27,0,26
SUB100453,2026-05,9.87,910,2,14,400.17,0,28
SUB102520,2026-03,6.1,90,3,3,220.82,1,30
SUB100027,2026-03,22.71,344,3,14,430.75,0,26
SUB101225,2026-02,0.4,321,2,15,206.88,1,27
SUB102009,2026-05,8.02,79,0,12,143.76,0,27
SUB102971,2026-02,4.0,317,0,14,173.49,0,30
SUB100128,2026-06,10.64,278,0,6,416.03,0,28
SUB100834,2026-07,1.12,283,5,6,,0,29
SUB100364,2026-04,3.0,43,2,5,91.49,0,27
SUB101120,2026-02,33.13,207,3,7,479.53,0,29
SUB102738,2026-04,1.22,277,2,8,132.35,0,29
SUB101210,2026-05,8.04,209,1,13,287.86,0,29
SUB101930,2026-07,8.31,350,3,10,216.19,0,27
SUB101375,2026-02,5.0,500,4,11,270.41,0,26
SUB100868,2026-02,10.06,230,3,6,161.03,0,30
SUB100066,2026-02,5.66,83,0,11,352.11,0,28
SUB101356,2026-02,4.53,931,1,6,184.25,0,28
SUB101322,2026-03,16.05,215,1,15,242.22,1,30
SUB101996,2026-04,0.84,119,2,7,108.03,0,28
SUB100324,2026-05,13.38,90,2,16,238.08,0,28
SUB100472,2026-04,6.05,75,1,6,198.8,0,29
SUB102817,2026-04,5.63,84,2,12,245.96,0,28
SUB101920,2026-02,3.52,294,2,6,221.1,0,30
SUB101786,2026-04,14.12,202,1,17,380.63,0,26
SUB100773,2026-03,7.24,235,2,10,291.68,0,30
SUB101152,2026-07,1.5,283,2,8,280.74,0,26
SUB101879,2026-05,2.27,413,2,15,215.2,0,30
SUB100366,2026-06,12.92,138,3,15,214.47,0,26
SUB101703,2026-02,5.36,157,0,10,264.36,0,28
SUB100866,2026-02,8.68,255,3,12,265.36,0,28
SUB101368,2026-03,8.89,225,2,8,268.13,0,26
SUB101951,2026-02,9.78,283,1,14,212.1,0,30
SUB103179,2026-07,3.99,107,1,7,203.09,1,26
SUB100820,2026-05,6.07,437,3,15,249.9,0,26
SUB103014,2026-03,0.86,154,4,16,194.24,0,27
SUB102094,2026-05,4.05,237,1,7,150.49,0,28
SUB101670,2026-03,5.6,198,0,13,319.27,0,27
SUB101007,2026-06,7.21,562,1,10,282.08,0,30
SUB101379,2026-03,7.8,199,1,7,317.41,1,28
SUB102004,2026-02,16.5,202,2,11,468.88,0,26
SUB100559,2026-03,9.16,328,0,4,238.88,0,29
SUB100154,2026-04,1.41,245,1,11,307.99,0,30
SUB102198,2026-02,3.39,240,2,7,168.65,0,27
SUB102631,2026-04,11.83,476,0,9,231.43,0,27
SUB102567,2026-07,1.64,61,3,9,271.78,0,28
SUB101338,2026-05,4.67,75,2,16,146.67,0,27
SUB100686,2026-02,10.64,209,1,17,392.97,0,28
SUB102730,2026-05,2.97,362,0,8,232.72,0,27
SUB101939,2026-02,11.73,118,3,9,282.6,0,27
SUB102835,2026-05,4.14,304,1,9,160.61,1,29
SUB101969,2026-05,7.75,386,2,2,331.26,0,26
SUB101625,2026-04,4.85,327,4,3,261.22,0,28
SUB101321,2026-05,14.63,230,1,8,389.89,1,27
SUB103156,2026-02,4.99,362,1,12,385.55,0,28
SUB100976,2026-02,9.63,158,2,16,270.82,0,26
SUB100482,2026-06,5.2,232,2,9,119.58,0,28
SUB102654,2026-04,7.08,98,2,15,186.34,0,26
SUB100839,2026-07,19.19,190,3,12,334.21,0,26
SUB102955,2026-04,10.51,126,4,5,252.93,0,26
SUB100048,2026-03,25.8,372,2,16,443.72,0,28
SUB101161,2026-04,7.39,78,2,12,306.71,1,28
SUB102013,2026-07,7.46,475,1,6,222.06,0,28
SUB102457,2026-05,4.46,439,1,10,180.2,0,29
SUB101642,2026-06,9.12,158,2,5,186.77,0,29
SUB101599,2026-05,7.38,432,2,14,158.06,0,30
SUB100456,2026-07,8.1,49,3,9,223.52,1,28
SUB101545,2026-02,0.85,692,4,13,309.23,0,26
SUB102963,2026-07,7.73,474,2,13,219.97,0,26
SUB101761,2026-07,3.18,278,0,18,138.49,0,27
SUB103024,2026-04,11.12,56,5,10,222.85,0,26
SUB101785,2026-04,0.7,74,2,11,158.37,0,28
SUB101751,2026-07,6.02,175,0,12,307.53,0,30
SUB100340,2026-07,1.21,742,3,4,319.18,0,26
SUB101364,2026-07,3.13,105,2,4,87.05,0,30
SUB100178,2026-02,26.03,254,2,10,427.74,0,29
SUB101807,2026-06,2.73,279,2,17,287.1,0,26
SUB103129,2026-03,7.52,174,2,5,238.89,0,30
SUB100184,2026-03,9.86,116,2,11,153.71,0,28
SUB101671,2026-07,10.48,241,4,10,261.93,0,26
SUB101227,2026-07,15.7,75,0,10,333.26,0,27
SUB102286,2026-02,6.64,34,3,2,241.89,0,29
SUB100900,2026-07,3.37,155,1,13,235.03,1,30
SUB102805,2026-06,13.24,127,1,13,258.36,0,29
SUB103001,2026-02,3.54,210,2,6,289.31,0,26
SUB102743,2026-03,5.26,264,0,8,301.78,0,28
SUB101490,2026-07,1.34,137,5,15,128.58,0,30
SUB100763,2026-04,12.63,232,0,14,228.66,0,26
SUB102311,2026-05,11.14,221,1,12,359.69,0,26
SUB102009,2026-06,10.59,172,2,14,146.91,0,30
SUB103063,2026-07,4.8,76,1,16,271.69,1,29
SUB100980,2026-07,9.94,61,0,8,265.05,0,30
SUB102879,2026-03,6.12,191,2,9,312.27,0,28
SUB103079,2026-02,6.04,84,1,8,213.7,0,30
SUB100193,2026-06,8.71,168,4,8,144.97,0,28
SUB102945,2026-07,5.54,280,2,19,167.4,0,30
SUB102556,2026-06,8.39,150,0,9,200.15,0,26
SUB101755,2026-05,14.19,58,1,6,441.07,0,30
SUB102474,2026-04,10.91,266,5,16,322.83,0,26
SUB101361,2026-04,17.27,349,2,11,486.36,0,26
SUB101781,2026-02,4.75,237,4,23,121.12,1,29
SUB101580,2026-03,2.0,822,0,8,192.65,0,27
SUB102492,2026-05,1.0,348,1,12,223.58,0,29
SUB102711,2026-07,4.71,313,1,30,120.74,0,27
SUB102974,2026-06,20.1,219,3,13,445.87,0,27
SUB100057,2026-05,7.0,509,3,6,188.99,0,26
SUB102576,2026-03,5.46,285,3,15,158.04,0,29
SUB101043,2026-02,11.47,630,3,6,269.17,0,29
SUB101878,2026-04,1.42,109,0,3,155.17,0,28
SUB100747,2026-04,10.97,202,4,18,404.56,0,27
SUB100212,2026-05,8.18,307,2,3,282.71,1,29
SUB101087,2026-04,13.51,311,5,6,470.37,2,30
SUB100519,2026-03,6.27,245,4,16,150.92,0,29
SUB100534,2026-07,5.18,54,2,10,121.2,0,30
SUB100792,2026-05,23.91,195,3,4,303.69,0,29
SUB102484,2026-04,0.7,106,3,4,94.57,0,30
SUB100532,2026-05,6.08,43,2,15,155.65,1,27
SUB102457,2026-03,5.41,179,2,9,171.5,0,28
SUB100886,2026-03,10.87,222,1,6,327.58,1,29
SUB100671,2026-04,4.31,362,3,11,125.19,0,28
SUB102413,2026-07,5.06,359,4,7,327.18,0,26
SUB101814,2026-03,7.54,320,2,12,416.16,0,26
SUB103180,2026-03,10.11,212,3,7,177.83,0,29
SUB100817,2026-03,21.62,176,1,10,364.14,0,28
SUB102133,2026-06,6.94,78,1,9,223.74,0,27
SUB101283,2026-06,47.48,308,1,8,0.0,3,30
SUB102445,2026-04,10.43,471,3,12,307.0,0,30
SUB100669,2026-04,6.65,117,0,12,271.99,0,28
SUB101417,2026-05,1.43,309,1,2,140.81,0,29
SUB100886,2026-07,12.47,352,3,11,364.07,0,29
SUB100885,2026-02,12.96,169,3,8,235.58,1,26
SUB100094,2026-05,5.04,190,2,10,206.19,0,26
SUB102922,2026-03,5.36,138,1,3,153.03,1,29
SUB102222,2026-05,1.24,137,3,5,136.04,0,28
SUB101074,2026-06,0.92,86,0,5,154.85,0,30
SUB102077,2026-03,30.43,319,2,18,648.5,0,28
SUB100115,2026-03,13.52,6,3,15,0.0,0,26
SUB101340,2026-03,10.37,148,3,13,313.46,0,27
SUB102138,2026-03,5.92,245,5,10,493.97,0,27
SUB102876,2026-04,7.18,63,2,10,313.98,0,26
SUB100449,2026-03,3.86,77,1,9,227.94,1,26
SUB100338,2026-07,1.31,234,5,11,96.41,0,27
SUB100829,2026-02,3.01,394,2,5,105.55,0,27
SUB102135,2026-05,11.9,439,5,15,397.05,1,26
SUB100043,2026-07,19.56,282,3,8,476.11,0,26
SUB103054,2026-05,11.88,341,1,19,531.82,0,29
SUB102800,2026-06,2.08,325,3,7,259.25,0,29
SUB103105,2026-03,2.93,627,1,7,323.19,0,27
SUB101068,2026-02,7.65,457,3,11,323.78,0,30
SUB101868,2026-03,4.97,122,1,15,248.24,0,28
SUB102542,2026-05,6.17,366,2,9,169.53,0,30
SUB100004,2026-07,21.44,183,7,10,370.38,0,29
SUB100471,2026-04,12.76,60,2,12,265.48,0,27
SUB101520,2026-02,1.73,64,1,17,132.81,0,28
SUB100486,2026-03,15.76,206,1,14,427.28,0,29
SUB102790,2026-06,11.35,194,3,10,312.88,0,27
SUB101335,2026-05,12.29,234,3,8,324.69,0,30
SUB102922,2026-02,6.41,117,2,6,135.21,0,28
SUB100751,2026-03,4.78,154,3,17,178.96,0,29
SUB100810,2026-03,5.93,299,4,14,146.67,0,28
SUB103167,2026-05,7.69,437,2,12,223.6,0,27
SUB101013,2026-05,1.6,156,1,6,356.36,0,26
SUB100197,2026-05,5.75,255,5,14,292.18,0,27
SUB102196,2026-06,5.28,203,1,10,245.43,0,26
SUB100501,2026-02,10.96,98,2,4,181.65,0,29
SUB102447,2026-03,4.93,260,2,14,230.82,0,30
SUB101818,2026-04,2.38,406,1,10,185.87,0,30
SUB102868,2026-03,13.53,280,2,7,341.85,0,28
SUB100034,2026-07,5.62,165,2,6,131.54,0,30
SUB101682,2026-02,3.43,54,2,16,71.81,0,29
SUB102881,2026-05,11.18,48,4,11,403.38,0,30
SUB100790,2026-04,1.81,421,3,7,153.8,0,29
SUB102746,2026-05,5.49,315,3,13,140.93,0,28
SUB101407,2026-05,11.84,360,3,11,337.28,0,29
SUB101983,2026-02,12.51,157,0,12,327.88,0,27
SUB100302,2026-07,7.53,96,1,7,303.81,0,29
SUB101392,2026-05,56.43,97,3,15,523.95,0,27
SUB101715,2026-03,7.1,282,4,12,258.9,0,26
SUB102894,2026-05,1.27,137,1,24,181.12,0,28
SUB100311,2026-04,9.12,144,3,15,206.85,0,26
SUB102921,2026-03,8.23,369,0,8,174.59,0,30
SUB103094,2026-07,9.02,275,2,2,346.67,0,29
SUB100946,2026-06,1.33,55,1,8,226.9,0,29
SUB100957,2026-07,9.91,397,2,2,217.95,0,26
SUB100625,2026-03,6.04,753,1,7,217.75,0,30
SUB100211,2026-07,14.13,357,1,7,359.25,0,28
SUB101531,2026-06,5.25,254,2,14,296.12,0,27
SUB102638,2026-03,9.64,111,1,6,328.05,0,27
SUB100835,2026-06,3.46,417,0,12,306.84,0,26
SUB102311,2026-07,19.38,255,1,11,285.99,0,26
SUB101169,2026-05,36.02,378,3,6,448.19,0,30
SUB101114,2026-05,1.32,115,0,15,187.31,0,27
SUB100898,2026-03,27.76,184,4,18,498.73,0,27
SUB101419,2026-03,21.39,341,3,6,560.69,0,28
SUB101647,2026-07,7.99,51,1,13,273.94,0,28
SUB100247,2026-05,6.64,256,4,10,166.48,0,29
SUB102766,2026-07,34.38,179,6,5,532.5,0,27
SUB101850,2026-02,3.31,155,0,10,232.04,1,28
SUB101090,2026-04,9.06,567,2,10,205.5,0,27
SUB100927,2026-07,9.04,266,2,4,283.6,0,29
SUB102917,2026-04,1.09,339,5,8,264.56,0,28
SUB100794,2026-03,5.88,167,1,17,120.07,0,29
SUB100679,2026-04,1.54,225,0,14,181.85,0,27
SUB102078,2026-03,4.83,252,6,7,419.75,0,26
SUB102269,2026-06,0.66,339,0,10,237.18,0,30
SUB101307,2026-03,18.53,221,6,8,336.47,0,30
SUB101792,2026-06,6.31,111,0,18,209.06,0,28
SUB103147,2026-06,0.77,245,4,2,145.28,0,27
SUB100075,2026-02,1.65,289,0,14,172.94,0,26
SUB103073,2026-04,17.3,247,3,10,297.12,0,29
SUB100312,2026-07,0.91,315,1,4,99.85,0,30
SUB102245,2026-06,13.67,225,1,17,225.04,0,27
SUB101967,2026-05,9.07,86,1,3,357.59,0,28
SUB100637,2026-05,2.93,254,4,10,93.58,0,29
SUB102835,2026-03,1.84,158,1,14,165.14,0,26
SUB102724,2026-07,18.4,45,4,16,384.36,0,29
SUB102307,2026-07,1.75,188,3,8,93.48,0,27
SUB101059,2026-07,7.03,48,1,13,405.64,0,26
SUB102532,2026-06,4.13,133,0,14,105.02,0,29
SUB102231,2026-04,9.75,353,2,8,296.91,0,29
SUB101665,2026-07,5.03,252,1,5,225.1,0,28
SUB100936,2026-02,4.12,106,3,8,87.17,0,26
SUB102831,2026-06,10.52,316,0,8,283.45,0,27
SUB102958,2026-05,15.09,128,1,17,346.73,2,27
SUB101262,2026-07,13.31,228,1,10,256.13,0,26
SUB100632,2026-04,1.47,172,3,7,133.8,0,26
SUB101195,2026-04,12.15,186,4,13,284.95,1,30
SUB101288,2026-03,2.61,70,1,6,230.81,0,26
SUB102299,2026-04,1.66,231,5,14,103.15,0,30
SUB102401,2026-05,10.73,91,2,9,351.51,0,28
SUB102930,2026-06,1.47,102,1,9,213.93,0,27
SUB100176,2026-05,11.47,165,1,7,291.91,0,26
SUB102894,2026-03,1.07,104,0,17,154.65,1,27
SUB100398,2026-05,5.3,516,1,8,259.57,0,29
SUB100995,2026-04,0.86,509,1,16,270.45,0,30
SUB102050,2026-03,11.7,473,1,9,382.28,0,27
SUB100727,2026-07,9.53,609,1,9,283.47,0,29
SUB101558,2026-02,14.08,199,2,4,222.18,0,27
SUB100948,2026-05,5.41,222,3,20,230.37,0,30
SUB101464,2026-05,7.05,126,1,16,202.14,0,27
SUB101206,2026-05,20.45,111,1,16,242.21,0,30
SUB100133,2026-07,8.43,70,0,7,205.27,0,29
SUB100724,2026-02,1.88,111,1,10,168.9,0,28
SUB100389,2026-06,7.49,301,4,4,253.51,0,27
SUB102131,2026-04,4.93,207,2,13,177.7,0,26
SUB100393,2026-04,13.59,100,3,25,368.37,0,27
SUB100276,2026-06,3.91,57,2,4,135.63,0,27
SUB100429,2026-05,12.62,235,2,13,332.93,0,30
SUB101721,2026-03,7.61,81,2,9,245.43,0,29
SUB100575,2026-02,5.65,162,2,8,274.44,0,28
SUB102367,2026-02,2.31,527,2,10,171.66,0,27
SUB101953,2026-02,2.03,378,7,8,247.61,1,29
SUB100037,2026-03,8.95,149,0,10,307.68,0,27
SUB101170,2026-05,3.56,561,6,11,127.09,0,28
SUB101653,2026-02,12.98,447,3,5,248.45,0,26
SUB100464,2026-02,7.61,264,3,12,363.94,0,27
SUB101766,2026-07,1.72,290,3,7,129.01,0,29
SUB101809,2026-03,1.97,154,0,4,122.56,0,27
SUB103096,2026-03,25.02,105,3,9,525.88,0,27
SUB100559,2026-06,8.27,394,1,8,231.08,0,27
SUB101585,2026-05,0.78,243,1,11,159.8,0,27
SUB102330,2026-04,4.03,442,2,16,275.29,0,30
SUB100362,2026-02,1.25,299,1,2,190.15,0,26
SUB102087,2026-02,3.73,59,0,7,190.34,0,30
SUB103048,2026-03,2.76,178,2,7,158.48,0,30
SUB100584,2026-05,37.42,321,1,13,0.0,1,27
SUB102637,2026-04,10.32,97,2,7,261.53,0,28
SUB101864,2026-02,13.27,202,2,8,284.95,0,28
SUB100553,2026-03,16.4,222,2,16,355.69,1,27
SUB102864,2026-07,12.91,210,1,8,261.53,0,27
SUB102801,2026-04,10.31,126,3,17,454.99,0,29
SUB101348,2026-04,16.03,139,2,7,543.95,0,28
SUB101721,2026-05,8.43,101,0,10,219.42,0,26
SUB101444,2026-03,7.89,552,1,5,373.97,0,27
SUB103037,2026-02,10.07,87,2,8,255.53,0,30
SUB100913,2026-05,0.74,214,5,11,232.66,0,27
SUB102052,2026-07,18.09,165,2,16,376.51,1,28
SUB101352,2026-06,3.06,125,2,14,163.79,0,29
SUB101979,2026-06,11.48,318,1,10,400.75,0,29
SUB100949,2026-05,1.42,517,4,7,273.6,0,26
SUB102115,2026-04,1.04,174,3,13,134.69,0,27
SUB101482,2026-07,3.75,484,3,20,190.2,0,28
SUB102064,2026-04,5.45,402,2,10,331.06,0,26
SUB100465,2026-04,6.48,270,4,8,0.0,0,30
SUB103072,2026-02,6.08,143,2,14,216.39,0,29
SUB101014,2026-07,0.45,65,4512,16,264.98,0,29
SUB102660,2026-04,24.58,234,2,8,395.05,0,27
SUB103101,2026-06,5.51,32,1,6,185.59,0,28
SUB101292,2026-05,5.35,392,2,8,187.52,0,28
SUB101764,2026-02,2.25,145,4,6,207.92,0,26
SUB101267,2026-03,10.11,341,4,11,324.16,0,30
SUB100855,2026-04,1.14,162,1,7,151.88,0,26
SUB101155,2026-06,0.75,170,1,14,105.76,0,28
SUB101949,2026-05,14.61,245,5,12,421.98,0,29
SUB102692,2026-06,1.69,69,0,6,186.23,0,29
SUB100742,2026-03,20.36,186,1,7,626.5,0,27
SUB103115,2026-06,4.28,141,4,8,276.81,0,30
SUB102298,2026-06,8.16,77,2,22,146.02,0,29
SUB100149,2026-02,8.97,139,3,4,254.18,0,29
SUB101008,2026-02,2.48,229,0,16,192.68,0,26
SUB100425,2026-04,8.68,27,3,4,324.27,0,30
SUB100988,2026-02,1.77,98,3,5,122.62,1,28
SUB103105,2026-05,1.72,526,2,5,366.26,0,28
SUB102197,2026-07,2.84,199,1,10,122.12,0,28
SUB102962,2026-02,21.57,279,2,6,357.27,0,27
SUB100249,2026-07,13.08,174,5,9,466.72,0,29
SUB101972,2026-03,9.58,89,0,16,309.58,0,27
SUB101778,2026-06,12.33,372,0,9,162.01,0,29
SUB102878,2026-07,14.47,75,0,11,358.32,0,30
SUB100337,2026-03,1.34,459,6,19,156.16,0,28
SUB102672,2026-02,1.04,267,4,7,192.09,0,27
SUB100394,2026-07,14.66,252,3,14,308.46,0,26
SUB101244,2026-05,13.71,347,0,22,338.27,1,30
SUB100621,2026-07,5.6,27,3,22,138.15,0,28
SUB101440,2026-02,55.46,351,1,13,626.99,0,27
SUB100907,2026-05,4.8,101,1,16,276.61,0,26
SUB100745,2026-02,1.25,223,5,8,236.13,0,26
SUB102730,2026-06,3.35,385,2,9,206.64,0,30
SUB101910,2026-06,44.86,483,3,15,833.65,1,30
SUB101600,2026-03,1.25,359,3,10,154.25,0,26
SUB102873,2026-02,6.82,107,0,5,318.23,0,28
SUB101567,2026-04,6.28,216,2,14,177.66,0,26
SUB100006,2026-03,4.64,217,1,4,246.68,0,30
SUB102135,2026-03,10.28,533,0,14,390.46,0,26
SUB101576,2026-03,2.29,1756,1,13,281.43,0,27
SUB102293,2026-05,42.31,96,1,9,502.24,0,28
SUB100512,2026-03,7.83,280,1,8,140.76,0,29
SUB101493,2026-03,12.09,70,1,18,216.96,0,27
SUB101267,2026-02,6.28,279,2,9,336.63,0,30
SUB100700,2026-02,16.66,214,5,12,320.27,0,28
SUB100440,2026-06,10.23,139,5,14,328.47,0,27
SUB102884,2026-06,1.05,372,2,14,123.22,1,28
SUB102560,2026-04,1.41,273,2,15,277.86,0,27
SUB102983,2026-03,3.29,33,4,11,370.16,0,26
SUB100519,2026-04,6.83,208,4,9,149.06,0,30
SUB100265,2026-03,5.59,76,1,5,274.9,0,29
SUB100048,2026-07,20.12,310,0,12,423.75,0,29
SUB100810,2026-05,4.5,261,4,9,194.19,0,27
SUB101198,2026-03,2.27,244,6,15,237.55,0,28
SUB100779,2026-02,8.38,129,3,4,131.28,0,27
SUB102239,2026-07,7.62,99,3,9,265.26,0,26
SUB100261,2026-04,29.02,119,3,9,346.7,0,28
SUB102496,2026-05,8.99,387,3,14,318.26,0,28
SUB100159,2026-06,4.89,78,3,3,170.12,0,27
SUB101882,2026-05,5.75,577,3,15,219.05,0,30
SUB102500,2026-07,8.41,175,4,16,347.49,0,30
SUB102074,2026-02,1.97,204,3,18,208.1,0,30
SUB100389,2026-07,8.74,196,1,2,224.72,0,28
SUB102109,2026-02,3.38,336,2,7,121.86,0,29
SUB102739,2026-02,5.79,280,1,15,192.44,0,30
SUB101837,2026-04,10.46,123,1,13,340.3,0,28
SUB101269,2026-06,30.07,280,5,18,436.91,0,29
SUB100166,2026-02,4.46,62,3,16,299.95,0,29
SUB102617,2026-03,1.72,160,1,5,135.59,0,27
SUB100081,2026-02,16.29,48,5,16,338.29,0,29
SUB100914,2026-04,4.81,150,0,6,231.01,1,28
SUB102488,2026-03,23.92,199,2,9,313.21,0,30
SUB101000,2026-07,11.54,344,3,10,253.85,0,27
SUB101638,2026-06,2.6,181,1,13,72.29,0,26
SUB102285,2026-03,1.68,130,3,9,244.09,0,27
SUB101149,2026-07,5.45,206,3,8,331.17,0,28
SUB100416,2026-02,7.72,176,1,16,158.9,0,30
SUB100832,2026-04,5.47,229,4,6,232.7,0,30
SUB101466,2026-03,7.52,490,2,4,398.7,0,26
SUB100219,2026-07,1.96,53,2,10,145.01,0,27
SUB100256,2026-05,10.8,422,5,11,354.69,0,30
SUB102378,2026-03,5.82,82,2,15,150.28,0,27
SUB102403,2026-02,3.82,140,1,9,328.97,0,28
SUB101473,2026-07,4.67,8,3,18,160.31,0,30
SUB102637,2026-07,9.52,109,2,4,247.73,0,26
SUB100758,2026-03,8.53,71,5,4,600.64,0,27
SUB102687,2026-04,12.85,345,1,11,404.75,0,28
SUB101256,2026-02,13.04,218,3,10,288.92,0,26
SUB100077,2026-06,15.55,174,2,8,183.59,0,29
SUB100391,2026-07,9.23,88,1,14,282.64,0,28
SUB101541,2026-04,5.88,155,0,6,249.77,0,26
SUB102439,2026-04,8.96,159,2,16,192.86,0,29
SUB100928,2026-02,3.65,126,1,10,132.0,0,28
SUB102787,2026-07,6.92,255,2,6,190.98,0,27
SUB101720,2026-04,3.36,472,1,7,176.76,0,30
SUB101957,2026-06,6.39,253,1,21,300.24,0,29
SUB100574,2026-05,11.0,130,1,8,417.56,0,27
SUB100774,2026-06,2.41,127,3,14,272.22,0,30
SUB102018,2026-06,0.76,192,2,14,163.84,0,28
SUB102428,2026-06,1.91,114,1,13,272.57,0,27
SUB100295,2026-03,9.54,135,1,16,370.85,0,28
SUB100606,2026-04,7.18,270,3,9,199.55,0,29
SUB101259,2026-05,9.38,286,2,22,382.43,0,27
SUB101310,2026-04,10.07,70,1,24,209.96,1,27
SUB102073,2026-02,8.4,244,3,10,177.48,0,29
SUB100829,2026-03,2.71,426,1,7,135.02,1,27
SUB100416,2026-07,7.33,157,2,7,161.81,0,26
SUB102514,2026-07,2.45,37,0,9,109.93,0,26
SUB102966,2026-06,12.9,124,2,13,201.73,0,29
SUB102321,2026-07,16.53,1000,3,12,428.84,0,26
SUB102339,2026-06,6.11,276,0,17,252.38,1,26
SUB101740,2026-07,12.26,360,1,7,219.73,0,27
SUB101649,2026-05,7.89,346,3,11,211.36,0,29
SUB101227,2026-02,13.3,72,2,13,408.88,0,28
SUB101908,2026-06,16.45,218,2,21,322.02,0,29
SUB103048,2026-06,2.33,236,0,3,157.46,0,28
SUB102680,2026-03,4.95,237,4,15,259.85,0,30
SUB100745,2026-07,1.02,255,3,9,210.53,0,26
SUB102588,2026-05,9.35,79,2,11,254.63,0,29
SUB102459,2026-06,19.96,224,1,12,296.62,0,30
SUB101115,2026-06,4.96,400,2,6,300.2,0,27
SUB100773,2026-07,15.36,333,3,11,341.8,1,27
SUB100751,2026-05,6.21,163,2,16,176.38,0,30
SUB102066,2026-07,0.73,370,2,9,148.31,0,27
SUB101875,2026-06,13.38,105,3,12,391.3,0,28
SUB101130,2026-06,15.57,219,1,6,512.34,0,27
SUB102981,2026-05,1.46,320,0,15,282.04,0,30
SUB102056,2026-06,7.29,88,4,4,301.8,0,29
SUB101057,2026-03,1.79,349,0,6,175.57,0,28
SUB100433,2026-05,21.38,198,2,11,358.23,1,30
SUB102938,2026-06,9.09,289,2,9,254.43,0,27
SUB101238,2026-02,16.98,1032,2,17,443.1,1,30
SUB103068,2026-03,14.02,743,2,15,403.3,0,28
SUB100494,2026-02,4.89,475,5,19,274.36,0,26
SUB100728,2026-05,0.49,78,2655,18,312.29,0,26
SUB101530,2026-07,5.16,189,2,16,203.21,0,28
SUB100936,2026-04,2.31,89,4,10,102.14,0,28
SUB102490,2026-03,15.46,168,2,12,234.81,0,29
SUB101603,2026-04,2.47,308,2,0,217.96,0,26
SUB100902,2026-06,3.5,32,5,7,136.31,0,27
SUB100178,2026-07,28.3,313,0,5,546.26,0,26
SUB100705,2026-03,1.51,385,1,2,105.58,0,28
SUB100939,2026-03,8.51,212,0,11,174.37,1,29
SUB100827,2026-07,6.84,257,3,7,302.86,0,29
SUB100487,2026-04,4.7,191,2,13,226.36,0,28
SUB100806,2026-07,5.54,105,4,16,239.33,0,29
SUB100891,2026-03,20.71,451,2,11,285.07,1,28
SUB101055,2026-07,8.68,118,0,1,229.04,0,28
SUB102115,2026-06,0.59,135,1,11,126.25,0,26
SUB101174,2026-03,25.58,195,4,5,593.88,0,30
SUB100889,2026-05,8.09,172,5,10,206.43,0,29
SUB102274,2026-06,1.4,298,4,8,194.26,0,30
SUB101820,2026-06,0.36,186,0,5,120.86,0,29
SUB101061,2026-06,11.68,180,3,11,0.0,0,26
SUB102724,2026-05,19.31,110,0,10,392.48,0,28
SUB100651,2026-06,7.43,468,0,11,249.15,0,26
SUB100936,2026-07,4.23,37,2,6,87.18,0,28
SUB101941,2026-05,8.09,143,0,3,234.03,0,28
SUB102209,2026-04,6.6,232,3,16,169.44,1,28
SUB101388,2026-03,5.84,417,2,13,102.97,0,30
SUB102477,2026-02,0.76,433,0,16,78.11,0,29
SUB100948,2026-06,4.93,272,0,26,212.61,0,29
SUB101909,2026-05,13.36,680,0,11,191.19,0,28
SUB101489,2026-03,4.64,191,2,12,120.16,0,29
SUB100235,2026-05,1.7,246,3,9,159.15,0,27
SUB102486,2026-03,1.66,57,1,12,216.29,0,30
SUB101636,2026-07,2.06,268,4,9,167.36,1,26
SUB102086,2026-07,1.16,128,2,22,272.03,1,27
SUB101741,2026-06,1.62,424,4,7,187.66,0,30
SUB101518,2026-05,6.61,89,2,14,235.31,0,28
SUB100287,2026-06,1.72,380,3,9,129.52,0,30
SUB102924,2026-07,1.64,148,3,15,221.61,0,27
SUB100623,2026-03,6.6,729,0,10,259.23,0,28
SUB100389,2026-05,6.49,251,3,5,229.98,0,26
SUB102323,2026-03,1.03,359,2,16,138.04,0,29
SUB100931,2026-05,6.35,24,1,12,155.56,0,27
SUB100309,2026-03,6.83,83,0,13,272.36,0,26
SUB102851,2026-03,8.17,113,5,5,201.87,0,26
SUB101611,2026-02,9.44,237,2,15,259.27,0,27
SUB103168,2026-03,27.55,44,0,12,383.82,0,27
SUB100452,2026-05,8.03,192,1,10,185.77,0,30
SUB101605,2026-03,11.06,122,1,9,231.93,0,29
SUB100562,2026-03,8.46,216,3,18,273.15,0,28
SUB100765,2026-06,6.25,171,1,23,152.23,0,30
SUB101765,2026-04,3.94,216,3,9,147.39,0,29
SUB100778,2026-07,1.37,395,3,6,275.78,0,26
SUB102465,2026-05,2.64,238,3,14,172.35,1,29
SUB100758,2026-06,7.37,133,3,4,,0,29
