reading_ts,cell_id,region,latency_ms,throughput_mbps,downtime_min,drop_call_rate_pct,active_users
2026-08-02 13:30:00,CELL-KOL-01,Kolkata,48.7,173.39,0,0.678,364
2026-08-01 20:30:00,CELL-DEL-02,Delhi,62.53,160.06,0,0.889,255
2026-08-05 22:45:00,CELL-KOL-02,Kolkata,38.12,157.34,0,0.974,442
2026-08-04 08:00:00,CELL-DEL-02,Delhi,40.17,239.72,0,0.65,408
2026-08-04 00:15:00,CELL-CHE-02,Chennai,26.01,161.67,0,1.048,239
2026-08-03 22:15:00,CELL-DEL-01,Delhi,34.79,199.51,0,0.808,344
2026-08-04 07:15:00,CELL-HYD-03,Hyderabad,25.56,132.69,0,0.771,234
2026-08-03 13:45:00,CELL-DEL-01,Delhi,42.0,196.69,0,0.495,367
2026-08-05 15:15:00,CELL-CHE-02,Chennai,30.2,141.26,0,0.494,451
2026-08-04 03:15:00,CELL-HYD-03,Hyderabad,29.5,123.43,0,0.619,409
2026-08-04 06:00:00,CELL-KOL-02,Kolkata,26.39,186.11,0,0.565,376
2026-08-02 17:45:00,CELL-DEL-01,Delhi,38.21,206.43,0,0.388,441
2026-08-04 22:45:00,CELL-BLR-01,Bengaluru,41.41,144.35,0,0.626,210
2026-08-04 10:45:00,CELL-BLR-02,Bengaluru,35.11,206.71,0,1.132,288
2026-08-02 00:15:00,CELL-KOL-03,Kolkata,25.26,239.43,0,0.543,296
2026-08-02 19:30:00,CELL-KOL-01,Kolkata,70.79,134.82,0,0.8,484
2026-08-05 05:00:00,CELL-BLR-03,Bengaluru,36.79,187.26,0,0.404,385
2026-08-02 10:30:00,CELL-MUM-01,Mumbai,40.34,172.19,0,0.694,212
2026-08-02 16:00:00,CELL-DEL-01,Delhi,28.24,242.03,0,0.059,259
2026-08-04 08:30:00,CELL-HYD-02,Hyderabad,35.31,161.81,0,0.709,221
2026-08-04 06:45:00,CELL-MUM-01,Mumbai,25.17,221.43,0,0.776,253
2026-08-03 23:00:00,CELL-KOL-01,Kolkata,54.67,174.23,0,0.73,380
2026-08-05 23:00:00,CELL-HYD-03,Hyderabad,32.59,129.53,0,0.542,349
2026-08-04 04:30:00,CELL-KOL-03,Kolkata,30.28,203.71,0,0.404,380
2026-08-04 06:00:00,CELL-BLR-01,Bengaluru,36.11,182.36,0,0.742,240
2026-08-02 17:45:00,CELL-BLR-03,Bengaluru,46.68,142.8,0,0.983,406
2026-08-02 23:15:00,CELL-CHE-03,Chennai,42.38,185.26,0,0.507,339
2026-08-03 15:30:00,CELL-MUM-02,Mumbai,43.43,155.19,0,0.403,361
2026-08-02 16:15:00,CELL-DEL-01,Delhi,27.88,254.93,0,0.406,374
2026-08-04 04:00:00,CELL-DEL-02,Delhi,37.24,234.2,0,0.596,223
2026-08-01 22:30:00,CELL-CHE-01,Chennai,40.04,130.81,0,0.577,321
2026-08-02 17:00:00,CELL-HYD-03,Hyderabad,35.41,121.44,0,0.417,417
2026-08-04 01:00:00,CELL-DEL-02,Delhi,37.12,251.24,0,1.201,229
2026-08-02 03:45:00,CELL-CHE-01,Chennai,35.99,201.37,0,0.725,450
2026-08-05 23:00:00,CELL-MUM-03,Mumbai,54.67,115.5,0,0.709,441
2026-08-03 10:15:00,CELL-DEL-02,Delhi,51.17,234.03,0,0.386,379
2026-08-02 19:45:00,CELL-DEL-03,Delhi,43.72,137.77,0,0.515,638
2026-08-03 10:30:00,CELL-KOL-02,Kolkata,31.59,179.89,0,0.892,454
2026-08-02 01:30:00,CELL-BLR-02,Bengaluru,25.19,247.85,0,0.406,180
2026-08-01 19:30:00,CELL-HYD-03,Hyderabad,38.74,97.74,0,1.308,393
2026-08-02 23:00:00,CELL-HYD-03,Hyderabad,36.77,111.38,0,0.939,272
2026-08-04 08:30:00,CELL-HYD-03,Hyderabad,28.76,140.78,0,0.567,256
2026-08-01 10:15:00,CELL-KOL-02,Kolkata,36.42,144.21,0,0.596,428
2026-08-02 13:45:00,CELL-MUM-02,Mumbai,53.16,168.69,0,0.599,285
2026-08-05 03:00:00,CELL-MUM-03,Mumbai,42.29,144.84,0,0.565,329
2026-08-05 17:00:00,CELL-CHE-01,Chennai,34.68,135.63,0,0.722,319
2026-08-05 12:30:00,CELL-DEL-01,Delhi,36.55,197.66,0,0.593,363
2026-08-01 22:00:00,CELL-BLR-03,Bengaluru,56.28,175.91,0,1.37,648
2026-08-02 11:15:00,CELL-KOL-01,Kolkata,44.42,161.15,0,0.518,322
2026-08-02 04:30:00,CELL-BLR-03,Bengaluru,42.71,225.12,0,0.885,118
2026-08-05 20:45:00,CELL-KOL-02,Kolkata,42.85,125.17,0,0.798,378
2026-08-04 19:00:00,CELL-HYD-02,Hyderabad,60.57,137.71,0,0.434,567
2026-08-05 18:15:00,CELL-BLR-03,Bengaluru,51.82,139.35,0,0.301,171
2026-08-03 00:30:00,CELL-KOL-02,Kolkata,27.26,195.0,0,0.681,457
2026-08-05 00:00:00,CELL-CHE-01,Chennai,29.0,148.14,0,0.822,291
2026-08-01 17:30:00,CELL-KOL-01,Kolkata,57.63,165.91,0,0.67,541
2026-08-05 11:00:00,CELL-KOL-03,Kolkata,36.0,182.11,0,0.384,262
2026-08-02 19:30:00,CELL-BLR-03,Bengaluru,55.83,120.68,0,0.679,414
2026-08-03 06:15:00,CELL-CHE-03,Chennai,40.46,251.31,0,0.337,258
2026-08-03 05:30:00,CELL-HYD-02,Hyderabad,38.63,199.96,0,0.475,350
2026-08-01 23:45:00,CELL-KOL-02,Kolkata,30.62,167.39,0,0.662,453
2026-08-05 18:30:00,CELL-BLR-03,Bengaluru,50.78,134.81,0,0.625,316
2026-08-02 11:15:00,CELL-MUM-01,Mumbai,41.34,181.83,0,0.704,456
2026-08-02 19:45:00,CELL-KOL-02,Kolkata,45.73,120.83,0,0.982,412
2026-08-03 14:00:00,CELL-DEL-02,Delhi,38.65,256.58,0,1.103,201
2026-08-05 18:45:00,CELL-CHE-01,Chennai,42.4,145.46,0,0.735,620
2026-08-04 11:00:00,CELL-KOL-02,Kolkata,35.4,179.82,0,0.882,273
2026-08-05 11:00:00,CELL-MUM-01,Mumbai,30.46,176.65,0,1.06,259
2026-08-03 01:30:00,CELL-HYD-02,Hyderabad,37.36,205.05,0,0.811,136
2026-08-04 06:30:00,CELL-KOL-01,Kolkata,40.22,171.94,0,0.552,308
2026-08-03 05:45:00,CELL-KOL-02,Kolkata,27.53,166.63,0,0.298,361
2026-08-04 16:00:00,CELL-MUM-02,Mumbai,51.22,188.57,0,0.447,448
2026-08-05 18:30:00,CELL-DEL-02,Delhi,49.0,185.16,0,0.948,438
2026-08-01 10:00:00,CELL-HYD-02,Hyderabad,40.65,159.81,0,0.325,227
2026-08-05 14:45:00,CELL-BLR-03,Bengaluru,37.54,199.38,0,0.687,320
2026-08-03 16:30:00,CELL-DEL-01,Delhi,30.5,223.89,0,0.778,293
2026-08-04 21:15:00,CELL-HYD-03,Hyderabad,43.12,98.52,0,0.5,649
2026-08-01 13:00:00,CELL-BLR-02,Bengaluru,30.82,172.63,0,0.295,366
2026-08-03 15:45:00,CELL-BLR-02,Bengaluru,31.95,201.22,0,0.727,241
2026-08-04 18:30:00,CELL-KOL-03,Kolkata,44.78,174.85,0,0.493,415
2026-08-03 08:00:00,CELL-CHE-01,Chennai,30.91,169.64,0,0.615,229
2026-08-04 04:30:00,CELL-BLR-02,Bengaluru,25.25,272.4,0,0.704,312
2026-08-01 13:15:00,CELL-CHE-02,Chennai,34.35,118.79,0,0.89,372
2026-08-01 00:45:00,CELL-CHE-03,Chennai,36.18,281.7,0,0.58,491
2026-08-03 11:45:00,CELL-KOL-01,Kolkata,58.93,165.52,0,0.489,476
2026-08-05 09:30:00,CELL-CHE-02,Chennai,34.16,130.07,0,0.555,287
2026-08-02 17:00:00,CELL-KOL-03,Kolkata,33.69,189.97,0,0.794,413
2026-08-04 01:15:00,CELL-KOL-01,Kolkata,43.93,217.97,0,0.822,278
2026-08-05 07:45:00,CELL-HYD-02,Hyderabad,37.13,200.0,0,0.396,328
2026-08-04 11:30:00,CELL-BLR-02,Bengaluru,33.83,202.34,0,0.442,378
2026-08-02 12:45:00,CELL-KOL-01,Kolkata,52.71,146.83,0,0.859,307
2026-08-04 14:30:00,CELL-BLR-01,Bengaluru,43.8,206.01,0,0.67,279
2026-08-04 12:30:00,CELL-DEL-02,Delhi,54.0,166.05,0,0.849,479
2026-08-02 04:15:00,CELL-MUM-02,Mumbai,57.87,195.5,0,0.638,311
2026-08-02 14:00:00,CELL-CHE-02,Chennai,30.14,149.55,0,0.886,548
2026-08-01 07:15:00,CELL-HYD-03,Hyderabad,24.92,111.39,0,0.65,211
2026-08-05 12:00:00,CELL-MUM-02,Mumbai,59.92,140.27,0,0.529,340
2026-08-02 19:45:00,CELL-KOL-03,Kolkata,43.32,152.14,0,0.892,499
2026-08-03 20:15:00,CELL-CHE-02,Chennai,41.21,106.24,0,0.579,270
2026-08-04 13:15:00,CELL-KOL-02,Kolkata,35.57,150.8,0,0.98,561
2026-08-05 20:15:00,CELL-HYD-02,Hyderabad,49.38,136.99,0,0.776,486
2026-08-04 21:30:00,CELL-CHE-01,Chennai,43.26,135.58,0,0.74,399
2026-08-04 20:30:00,CELL-HYD-02,Hyderabad,46.96,142.78,0,0.912,598
2026-08-03 23:00:00,CELL-MUM-02,Mumbai,55.7,149.38,0,0.897,163
2026-08-02 02:15:00,CELL-MUM-02,Mumbai,,0.0,15,0.441,453
2026-08-05 09:45:00,CELL-KOL-03,Kolkata,34.42,178.26,0,0.516,381
2026-08-03 12:45:00,CELL-KOL-03,Kolkata,40.63,211.72,0,0.459,345
2026-08-01 08:00:00,CELL-DEL-03,Delhi,27.71,190.16,0,0.597,195
2026-08-05 04:00:00,CELL-CHE-01,Chennai,27.38,163.58,0,0.782,345
2026-08-01 07:30:00,CELL-MUM-01,Mumbai,25.76,238.84,0,0.26,259
2026-08-03 18:45:00,CELL-KOL-01,Kolkata,59.91,151.17,0,1.018,690
2026-08-03 18:45:00,CELL-HYD-01,Hyderabad,38.08,113.68,0,0.619,348
2026-08-04 11:45:00,CELL-KOL-02,Kolkata,44.33,135.58,0,0.474,422
2026-08-03 13:30:00,CELL-CHE-02,Chennai,29.41,139.46,0,0.629,255
2026-08-02 07:30:00,CELL-MUM-02,Mumbai,39.77,183.55,0,0.635,230
2026-08-01 13:00:00,CELL-DEL-01,Delhi,40.87,168.61,0,0.904,411
2026-08-04 00:45:00,CELL-MUM-03,Mumbai,44.18,150.21,0,0.41,256
2026-08-01 06:15:00,CELL-MUM-03,Mumbai,35.38,150.93,0,0.469,308
2026-08-03 04:45:00,CELL-KOL-01,Kolkata,49.38,233.55,0,0.58,305
2026-08-01 16:00:00,CELL-HYD-02,Hyderabad,35.3,181.38,0,0.785,301
2026-08-05 19:30:00,CELL-BLR-01,Bengaluru,50.83,145.69,0,0.804,398
2026-08-05 18:00:00,CELL-HYD-03,Hyderabad,38.53,109.81,0,1.036,497
2026-08-03 03:00:00,CELL-DEL-02,Delhi,40.68,238.88,0,0.609,356
2026-08-05 20:00:00,CELL-HYD-02,Hyderabad,40.14,146.18,0,1.131,398
2026-08-05 04:45:00,CELL-HYD-03,Hyderabad,29.7,141.62,0,0.327,426
2026-08-03 16:15:00,CELL-HYD-02,Hyderabad,44.68,187.47,0,0.64,438
2026-08-05 05:00:00,CELL-HYD-02,Hyderabad,44.56,192.4,0,0.158,392
2026-08-01 07:00:00,CELL-DEL-03,Delhi,28.78,160.01,0,0.569,347
2026-08-04 23:45:00,CELL-HYD-02,Hyderabad,36.28,192.75,0,0.605,489
2026-08-02 00:00:00,CELL-MUM-01,Mumbai,30.44,226.1,0,0.589,386
2026-08-01 07:00:00,CELL-DEL-01,Delhi,31.81,274.65,0,0.239,159
2026-08-04 10:00:00,CELL-DEL-01,Delhi,30.46,203.41,0,0.227,454
2026-08-04 10:15:00,CELL-HYD-02,Hyderabad,41.02,168.78,0,0.608,177
2026-08-05 20:30:00,CELL-CHE-01,Chennai,44.34,126.04,0,0.83,652
2026-08-01 19:45:00,CELL-DEL-01,Delhi,36.14,182.43,0,0.54,360
2026-08-01 18:00:00,CELL-KOL-01,Kolkata,56.37,154.5,0,0.595,429
2026-08-03 05:00:00,CELL-CHE-03,Chennai,31.38,219.52,0,0.268,217
2026-08-03 20:00:00,CELL-HYD-01,Hyderabad,42.05,108.06,0,1.385,417
2026-08-03 14:45:00,CELL-DEL-03,Delhi,39.56,183.01,0,0.807,293
2026-08-01 07:00:00,CELL-CHE-03,Chennai,36.17,257.77,0,0.198,385
2026-08-05 22:45:00,CELL-MUM-03,Mumbai,52.04,126.96,0,0.47,292
2026-08-04 18:45:00,CELL-KOL-01,Kolkata,50.29,153.27,0,0.767,509
2026-08-01 10:45:00,CELL-MUM-01,Mumbai,38.36,146.71,0,0.349,459
2026-08-03 21:15:00,CELL-MUM-01,Mumbai,46.59,152.53,0,1.148,364
2026-08-01 21:15:00,CELL-BLR-02,Bengaluru,32.87,184.63,0,0.58,426
2026-08-03 04:45:00,CELL-BLR-03,Bengaluru,35.44,173.0,0,0.562,336
2026-08-02 00:15:00,CELL-DEL-03,Delhi,27.45,194.81,0,0.163,405
2026-08-01 20:15:00,CELL-CHE-01,Chennai,45.99,137.65,0,1.319,548
2026-08-05 04:45:00,CELL-CHE-03,Chennai,34.17,263.88,0,0.88,282
2026-08-02 12:45:00,CELL-CHE-01,Chennai,39.79,145.41,0,0.695,402
2026-08-05 05:45:00,CELL-HYD-02,Hyderabad,35.81,189.26,0,0.463,378
2026-08-02 08:15:00,CELL-HYD-01,Hyderabad,29.68,170.78,0,0.676,447
2026-08-03 05:45:00,CELL-BLR-02,Bengaluru,30.18,224.77,0,0.662,300
2026-08-03 11:30:00,CELL-HYD-03,Hyderabad,37.28,106.01,0,0.292,616
2026-08-05 10:15:00,CELL-CHE-02,Chennai,36.39,144.1,0,0.818,413
2026-08-04 08:30:00,CELL-DEL-02,Delhi,40.37,230.34,0,1.226,287
2026-08-02 18:00:00,CELL-MUM-02,Mumbai,60.62,141.66,0,0.88,537
2026-08-05 00:45:00,CELL-CHE-02,Chennai,30.27,167.63,0,0.927,337
2026-08-04 14:15:00,CELL-KOL-01,Kolkata,56.48,192.31,0,0.954,360
2026-08-01 07:15:00,CELL-DEL-02,Delhi,31.96,233.03,0,0.614,283
2026-08-01 02:45:00,CELL-CHE-03,Chennai,33.76,247.31,0,0.697,373
2026-08-01 02:15:00,CELL-BLR-01,Bengaluru,37.72,228.14,0,0.384,377
2026-08-03 14:30:00,CELL-CHE-03,Chennai,40.93,249.25,0,0.617,363
2026-08-04 05:00:00,CELL-DEL-02,Delhi,35.72,232.12,0,0.459,315
2026-08-01 21:45:00,CELL-DEL-03,Delhi,39.38,141.71,0,0.526,223
2026-08-02 01:00:00,CELL-DEL-02,Delhi,44.64,255.35,0,0.801,333
2026-08-03 23:45:00,CELL-KOL-02,Kolkata,29.44,179.88,0,0.556,222
2026-08-03 03:30:00,CELL-BLR-02,Bengaluru,25.28,265.91,0,0.577,201
2026-08-03 01:00:00,CELL-CHE-03,Chennai,32.46,278.77,0,0.57,361
2026-08-04 04:00:00,CELL-KOL-03,Kolkata,27.04,205.53,0,0.685,229
2026-08-05 01:30:00,CELL-HYD-01,Hyderabad,29.8,155.51,0,0.734,474
2026-08-02 01:15:00,CELL-KOL-03,Kolkata,29.17,235.71,0,0.59,315
2026-08-05 23:00:00,CELL-BLR-03,Bengaluru,46.94,191.93,0,0.669,349
2026-08-03 05:15:00,CELL-KOL-02,Kolkata,29.46,201.69,0,0.726,288
2026-08-01 06:30:00,CELL-KOL-01,Kolkata,45.79,224.77,0,0.654,420
2026-08-03 08:45:00,CELL-MUM-03,Mumbai,39.5,167.32,0,0.591,274
2026-08-03 15:30:00,CELL-KOL-01,Kolkata,45.73,189.37,0,0.315,373
2026-08-01 17:15:00,CELL-BLR-01,Bengaluru,43.04,158.57,0,0.433,331
2026-08-04 02:30:00,CELL-MUM-01,Mumbai,28.31,231.86,0,0.584,416
2026-08-05 03:30:00,CELL-CHE-02,Chennai,26.02,164.89,0,0.375,211
2026-08-04 05:00:00,CELL-CHE-03,Chennai,33.39,290.3,0,0.788,337
2026-08-02 14:00:00,CELL-DEL-03,Delhi,33.35,135.3,0,0.534,268
2026-08-05 10:30:00,CELL-MUM-03,Mumbai,46.44,110.46,0,0.654,298
2026-08-05 08:30:00,CELL-HYD-03,Hyderabad,26.16,151.86,0,0.738,314
2026-08-01 11:45:00,CELL-CHE-02,Chennai,36.62,124.75,0,0.62,390
2026-08-02 09:30:00,CELL-CHE-03,Chennai,38.8,280.65,0,0.448,526
2026-08-03 18:30:00,CELL-MUM-03,Mumbai,55.07,122.87,0,0.808,660
2026-08-01 20:45:00,CELL-DEL-03,Delhi,43.79,128.6,0,0.729,442
2026-08-03 13:45:00,CELL-HYD-02,Hyderabad,37.2,189.5,0,0.873,514
2026-08-05 11:00:00,CELL-KOL-02,Kolkata,37.3,149.95,0,0.416,346
2026-08-03 14:15:00,CELL-KOL-03,Kolkata,34.39,208.33,0,0.498,436
2026-08-02 03:30:00,CELL-CHE-02,Chennai,28.63,168.44,0,0.824,332
2026-08-01 07:45:00,CELL-CHE-03,Chennai,42.21,237.03,0,0.558,87
2026-08-01 02:45:00,CELL-KOL-02,Kolkata,29.83,158.45,0,0.709,255
2026-08-03 11:15:00,CELL-HYD-01,Hyderabad,34.31,160.08,0,0.9,388
2026-08-01 10:15:00,CELL-BLR-02,Bengaluru,36.87,235.61,0,0.528,253
2026-08-01 06:45:00,CELL-BLR-01,Bengaluru,36.49,212.8,0,0.614,440
2026-08-02 07:15:00,CELL-DEL-01,Delhi,27.67,208.69,0,0.643,316
2026-08-04 06:30:00,CELL-MUM-03,Mumbai,40.19,145.42,0,0.54,290
2026-08-05 09:00:00,CELL-KOL-03,Kolkata,36.09,226.86,0,0.748,580
2026-08-02 03:15:00,CELL-DEL-02,Delhi,36.9,238.77,0,0.674,351
2026-08-03 00:30:00,CELL-CHE-03,Chennai,37.86,271.37,0,0.381,382
2026-08-04 20:15:00,CELL-DEL-01,Delhi,39.3,184.0,0,0.793,362
2026-08-02 12:00:00,CELL-BLR-02,Bengaluru,38.49,186.93,0,0.226,471
2026-08-04 15:30:00,CELL-KOL-01,Kolkata,46.3,176.98,0,0.648,331
2026-08-04 06:45:00,CELL-BLR-03,Bengaluru,41.41,208.8,0,0.709,359
2026-08-02 22:30:00,CELL-MUM-01,Mumbai,35.92,187.01,0,0.705,269
2026-08-05 14:15:00,CELL-CHE-02,Chennai,33.24,155.52,0,0.647,341
2026-08-03 06:45:00,CELL-KOL-03,Kolkata,28.83,211.76,0,0.712,365
2026-08-01 14:00:00,CELL-HYD-01,Hyderabad,31.18,176.89,0,0.427,188
2026-08-05 20:00:00,CELL-BLR-02,Bengaluru,40.48,214.65,0,1.143,173
2026-08-03 04:15:00,CELL-MUM-02,Mumbai,43.69,188.48,0,0.638,327
2026-08-01 02:30:00,CELL-BLR-01,Bengaluru,38.25,184.78,0,0.769,382
2026-08-04 14:15:00,CELL-CHE-02,Chennai,30.9,148.32,0,0.22,371
2026-08-04 00:00:00,CELL-BLR-01,Bengaluru,36.52,191.49,0,0.595,426
2026-08-04 06:30:00,CELL-DEL-01,Delhi,29.56,222.96,0,0.473,236
2026-08-02 17:30:00,CELL-DEL-02,Delhi,48.47,213.91,0,0.476,335
2026-08-03 18:00:00,CELL-BLR-01,Bengaluru,51.36,154.63,0,0.192,385
2026-08-02 20:30:00,CELL-DEL-02,Delhi,62.82,156.0,0,0.436,385
2026-08-04 21:15:00,CELL-DEL-02,Delhi,46.6,156.71,0,0.712,319
2026-08-03 03:15:00,CELL-DEL-03,Delhi,26.64,175.56,0,0.57,382
2026-08-04 03:00:00,CELL-HYD-01,Hyderabad,35.64,182.16,0,0.932,402
2026-08-02 21:30:00,CELL-BLR-03,Bengaluru,54.2,158.78,0,0.396,541
2026-08-03 08:00:00,CELL-BLR-02,Bengaluru,29.96,221.01,0,0.978,394
2026-08-02 04:45:00,CELL-KOL-02,Kolkata,37.83,182.93,0,0.643,386
2026-08-05 13:45:00,CELL-KOL-03,Kolkata,31.18,180.77,0,0.316,345
2026-08-02 01:45:00,CELL-KOL-03,Kolkata,26.42,254.96,0,0.385,248
2026-08-04 06:45:00,CELL-KOL-02,Kolkata,29.91,232.98,0,0.546,265
2026-08-03 07:30:00,CELL-CHE-02,Chennai,28.99,143.28,0,0.434,399
2026-08-03 02:45:00,CELL-CHE-01,Chennai,33.45,178.66,0,0.442,343
2026-08-03 07:00:00,CELL-HYD-01,Hyderabad,29.73,185.79,0,0.579,396
2026-08-03 16:45:00,CELL-KOL-02,Kolkata,33.92,164.79,0,0.58,374
2026-08-02 09:45:00,CELL-MUM-02,Mumbai,48.98,201.31,0,0.746,405
2026-08-02 17:00:00,CELL-DEL-03,Delhi,32.78,166.89,0,0.513,374
2026-08-04 08:00:00,CELL-BLR-02,Bengaluru,29.45,253.86,0,0.035,138
2026-08-03 09:45:00,CELL-MUM-03,Mumbai,46.62,136.02,0,0.939,492
2026-08-01 02:15:00,CELL-HYD-02,Hyderabad,38.21,180.82,0,0.172,264
2026-08-02 14:45:00,CELL-KOL-03,Kolkata,35.27,207.36,0,0.598,258
2026-08-05 05:45:00,CELL-DEL-02,Delhi,46.22,251.32,0,0.612,239
2026-08-02 23:15:00,CELL-KOL-03,Kolkata,34.99,219.48,0,1.033,283
2026-08-05 12:00:00,CELL-KOL-01,Kolkata,61.89,186.88,0,0.115,419
2026-08-01 12:30:00,CELL-DEL-03,Delhi,40.17,178.87,0,0.891,307
2026-08-02 07:15:00,CELL-CHE-01,Chennai,28.66,174.21,0,0.387,324
2026-08-04 18:30:00,CELL-DEL-02,Delhi,56.37,175.47,0,0.759,472
2026-08-04 03:45:00,CELL-HYD-03,Hyderabad,29.22,130.41,0,0.676,424
2026-08-03 10:30:00,CELL-HYD-01,Hyderabad,39.44,157.81,0,0.633,441
2026-08-05 14:15:00,CELL-BLR-01,Bengaluru,45.52,188.5,0,0.553,455
2026-08-02 05:30:00,CELL-DEL-03,Delhi,33.21,182.83,0,0.373,296
2026-08-03 20:30:00,CELL-BLR-01,Bengaluru,51.17,156.12,0,0.983,74
2026-08-05 00:00:00,CELL-MUM-03,Mumbai,46.17,156.76,0,0.569,302
2026-08-05 18:15:00,CELL-KOL-01,Kolkata,55.1,148.18,0,0.885,415
2026-08-03 23:45:00,CELL-DEL-03,Delhi,25.56,181.2,0,0.381,483
2026-08-04 15:30:00,CELL-HYD-01,Hyderabad,30.28,167.97,0,0.605,368
2026-08-05 05:15:00,CELL-DEL-03,Delhi,35.38,190.64,0,0.71,304
2026-08-05 20:15:00,CELL-MUM-01,Mumbai,31.29,134.92,0,0.966,511
2026-08-05 16:00:00,CELL-DEL-02,Delhi,48.23,215.26,0,0.425,314
2026-08-03 19:45:00,CELL-KOL-01,Kolkata,63.55,149.2,0,1.085,572
2026-08-01 05:15:00,CELL-CHE-02,Chennai,27.27,156.05,0,0.635,268
2026-08-03 00:30:00,CELL-KOL-01,Kolkata,45.44,211.17,0,0.348,249
2026-08-04 21:15:00,CELL-MUM-03,Mumbai,56.83,106.64,0,1.228,431
2026-08-02 21:30:00,CELL-MUM-01,Mumbai,40.28,154.7,0,1.245,508
2026-08-04 21:30:00,CELL-HYD-02,Hyderabad,50.74,134.18,0,0.999,576
2026-08-01 03:15:00,CELL-BLR-03,Bengaluru,39.07,191.38,0,0.462,373
2026-08-02 14:30:00,CELL-KOL-02,Kolkata,34.61,137.73,0,0.558,450
2026-08-03 06:00:00,CELL-BLR-01,Bengaluru,34.25,207.71,0,0.424,414
2026-08-03 19:15:00,CELL-MUM-03,Mumbai,56.68,108.86,0,1.108,592
2026-08-01 23:00:00,CELL-MUM-02,Mumbai,40.55,160.58,0,0.543,301
2026-08-05 02:00:00,CELL-CHE-02,Chennai,24.64,155.69,0,0.819,332
2026-08-01 03:45:00,CELL-BLR-01,Bengaluru,26.71,222.85,0,0.611,145
2026-08-03 14:15:00,CELL-DEL-01,Delhi,31.25,230.15,0,0.646,338
2026-08-01 18:45:00,CELL-BLR-02,Bengaluru,36.65,179.12,0,0.795,425
2026-08-05 13:15:00,CELL-DEL-03,Delhi,33.25,166.09,0,1.09,405
2026-08-03 16:30:00,CELL-KOL-02,Kolkata,34.91,137.24,0,0.538,239
2026-08-05 21:45:00,CELL-DEL-03,Delhi,32.78,177.94,0,1.348,636
2026-08-05 03:45:00,CELL-BLR-02,Bengaluru,26.12,237.91,0,0.39,301
2026-08-01 16:30:00,CELL-KOL-01,Kolkata,50.62,202.26,0,0.452,205
2026-08-05 01:45:00,CELL-HYD-01,Hyderabad,29.9,192.52,0,0.625,189
2026-08-04 01:30:00,CELL-DEL-03,Delhi,32.64,203.62,0,0.676,494
2026-08-03 18:45:00,CELL-CHE-03,Chennai,56.96,166.75,0,0.751,411
2026-08-02 06:45:00,CELL-KOL-01,Kolkata,44.43,224.12,0,0.325,342
2026-08-01 14:00:00,CELL-KOL-01,Kolkata,46.95,164.25,0,0.67,398
2026-08-03 04:45:00,CELL-MUM-02,Mumbai,48.18,188.2,0,0.745,375
2026-08-05 00:00:00,CELL-DEL-02,Delhi,34.62,209.25,0,0.735,295
2026-08-04 13:30:00,CELL-BLR-03,Bengaluru,47.21,144.08,0,0.728,528
2026-08-05 10:45:00,CELL-KOL-01,Kolkata,59.02,169.59,0,0.543,240
2026-08-02 08:15:00,CELL-BLR-01,Bengaluru,36.31,208.1,0,0.568,430
2026-08-04 18:00:00,CELL-HYD-02,Hyderabad,41.78,159.38,0,0.902,354
2026-08-02 17:00:00,CELL-HYD-01,Hyderabad,36.24,137.03,0,0.458,326
2026-08-01 16:15:00,CELL-MUM-02,Mumbai,41.5,188.32,0,0.834,251
2026-08-04 01:45:00,CELL-HYD-03,Hyderabad,33.25,142.65,0,0.696,155
2026-08-02 20:15:00,CELL-HYD-01,Hyderabad,44.5,123.24,0,0.932,569
2026-08-03 15:00:00,CELL-DEL-02,Delhi,41.2,221.58,0,0.565,307
2026-08-01 12:45:00,CELL-KOL-03,Kolkata,35.41,202.27,0,0.277,581
2026-08-05 07:15:00,CELL-CHE-01,Chennai,33.71,182.31,0,0.905,295
2026-08-01 01:45:00,CELL-DEL-02,Delhi,40.22,247.44,0,0.667,342
2026-08-04 23:15:00,CELL-DEL-01,Delhi,33.73,232.3,0,0.304,469
2026-08-02 02:00:00,CELL-DEL-03,Delhi,27.12,218.31,0,0.906,473
2026-08-01 19:00:00,CELL-KOL-01,Kolkata,66.03,135.89,0,0.64,472
2026-08-03 07:45:00,CELL-DEL-01,Delhi,28.82,273.0,0,0.666,277
2026-08-04 13:45:00,CELL-HYD-01,Hyderabad,38.38,144.52,0,0.405,300
2026-08-05 06:00:00,CELL-KOL-02,Kolkata,30.08,167.28,0,0.348,98
2026-08-03 02:45:00,CELL-BLR-03,Bengaluru,36.36,207.25,0,0.552,250
2026-08-02 19:15:00,CELL-MUM-02,Mumbai,53.49,135.02,0,0.612,370
2026-08-04 18:45:00,CELL-CHE-03,Chennai,43.97,189.01,0,0.844,589
2026-08-03 23:45:00,CELL-CHE-03,Chennai,39.13,269.42,0,0.603,297
2026-08-04 11:00:00,CELL-CHE-01,Chennai,38.06,132.32,0,0.479,280
2026-08-04 18:00:00,CELL-MUM-02,Mumbai,43.85,144.3,0,0.572,322
2026-08-04 13:15:00,CELL-MUM-03,Mumbai,49.44,112.87,0,0.328,292
2026-08-03 06:30:00,CELL-BLR-03,Bengaluru,36.85,221.18,0,0.186,364
2026-08-05 14:30:00,CELL-DEL-01,Delhi,30.55,252.54,0,0.098,531
