Month,Cell,Region,Traffic_GB,Capacity_GB
2025-01,CELL-HYD-01,Hyderabad,4092.1,7091.6
2025-02,CELL-HYD-01,Hyderabad,4168.6,7091.6
2025-03,CELL-HYD-01,Hyderabad,4560.2,7091.6
2025-04,CELL-HYD-01,Hyderabad,4970.3,7091.6
2025-05,CELL-HYD-01,Hyderabad,4953.5,7091.6
2025-06,CELL-HYD-01,Hyderabad,5077.8,7091.6
2025-07,CELL-HYD-01,Hyderabad,5622.3,7091.6
2025-08,CELL-HYD-01,Hyderabad,5249,7091.6
2025-09,CELL-HYD-01,Hyderabad,5344.3,7091.6
2025-10,CELL-HYD-01,Hyderabad,4367.5,7091.6
2025-11,CELL-HYD-01,Hyderabad,4754,7091.6
2025-12,CELL-HYD-01,Hyderabad,4632.5,7091.6
2026-01,CELL-HYD-01,Hyderabad,4615.2,7091.6
2026-02,CELL-HYD-01,Hyderabad,5039.9,7091.6
2026-03,CELL-HYD-01,Hyderabad,5365,7091.6
2026-04,CELL-HYD-01,Hyderabad,5590.6,7091.6
2026-05,CELL-HYD-01,Hyderabad,5775,7091.6
2026-06,CELL-HYD-01,Hyderabad,6331,7091.6
2026-07,CELL-HYD-01,Hyderabad,5541.7,7091.6
2024-02,CELL-HYD-02,Hyderabad,3299.6,16646.3
2024-03,CELL-HYD-02,Hyderabad,3866.8,16646.3
2024-04,CELL-HYD-02,Hyderabad,3851.6,16646.3
2024-05,CELL-HYD-02,Hyderabad,4319.6,16646.3
2024-06,CELL-HYD-02,Hyderabad,4439.8,16646.3
2024-07,CELL-HYD-02,Hyderabad,4533.2,16646.3
2024-08,CELL-HYD-02,Hyderabad,4488.1,16646.3
2024-09,CELL-HYD-02,Hyderabad,4332.9,16646.3
2024-10,CELL-HYD-02,Hyderabad,4226.7,16646.3
2024-11,CELL-HYD-02,Hyderabad,4518.3,16646.3
2024-12,CELL-HYD-02,Hyderabad,4187.3,16646.3
2025-01,CELL-HYD-02,Hyderabad,4580.4,16646.3
2025-02,CELL-HYD-02,Hyderabad,4834,16646.3
2025-03,CELL-HYD-02,Hyderabad,5316.7,16646.3
2025-04,CELL-HYD-02,Hyderabad,5443.3,16646.3
2025-05,CELL-HYD-02,Hyderabad,5836.8,16646.3
2025-06,CELL-HYD-02,Hyderabad,,16646.3
2025-07,CELL-HYD-02,Hyderabad,6909.6,16646.3
2025-08,CELL-HYD-02,Hyderabad,6409.2,16646.3
2025-09,CELL-HYD-02,Hyderabad,6586.2,16646.3
2025-10,CELL-HYD-02,Hyderabad,6348.3,16646.3
2025-11,CELL-HYD-02,Hyderabad,5883.1,16646.3
2025-12,CELL-HYD-02,Hyderabad,6583.4,16646.3
2026-01,CELL-HYD-02,Hyderabad,6471.3,16646.3
2026-02,CELL-HYD-02,Hyderabad,7322.6,16646.3
2026-03,CELL-HYD-02,Hyderabad,7561.7,16646.3
2026-04,CELL-HYD-02,Hyderabad,8410.2,16646.3
2026-05,CELL-HYD-02,Hyderabad,9443,16646.3
2026-06,CELL-HYD-02,Hyderabad,10147.5,16646.3
2026-07,CELL-HYD-02,Hyderabad,10378.6,16646.3
2024-02,CELL-HYD-03,Hyderabad,2952.8,6629.6
2024-03,CELL-HYD-03,Hyderabad,3406.7,6629.6
2024-04,CELL-HYD-03,Hyderabad,3602.9,6629.6
2024-05,CELL-HYD-03,Hyderabad,3994.8,6629.6
2024-06,CELL-HYD-03,Hyderabad,4053.8,6629.6
2024-07,CELL-HYD-03,Hyderabad,3917.9,6629.6
2024-08,CELL-HYD-03,Hyderabad,3538.9,6629.6
2024-09,CELL-HYD-03,Hyderabad,3594.8,6629.6
2024-10,CELL-HYD-03,Hyderabad,3322.2,6629.6
2024-11,CELL-HYD-03,Hyderabad,3409.9,6629.6
2024-12,CELL-HYD-03,Hyderabad,3716,6629.6
2025-01,CELL-HYD-03,Hyderabad,3705.7,6629.6
2025-02,CELL-HYD-03,Hyderabad,,6629.6
2025-03,CELL-HYD-03,Hyderabad,4072.8,6629.6
2025-04,CELL-HYD-03,Hyderabad,4481.3,6629.6
2025-05,CELL-HYD-03,Hyderabad,4660.7,6629.6
2025-06,CELL-HYD-03,Hyderabad,4501.2,6629.6
2025-07,CELL-HYD-03,Hyderabad,4744.2,6629.6
2025-08,CELL-HYD-03,Hyderabad,4717.3,6629.6
2025-09,CELL-HYD-03,Hyderabad,4113.4,6629.6
2025-10,CELL-HYD-03,Hyderabad,4762,6629.6
2025-11,CELL-HYD-03,Hyderabad,4305.1,6629.6
2025-12,CELL-HYD-03,Hyderabad,4401,6629.6
2026-01,CELL-HYD-03,Hyderabad,4533.6,6629.6
2026-02,CELL-HYD-03,Hyderabad,5160.7,6629.6
2026-03,CELL-HYD-03,Hyderabad,5414,6629.6
2026-04,CELL-HYD-03,Hyderabad,5690.9,6629.6
2026-05,CELL-HYD-03,Hyderabad,5639.7,6629.6
2026-06,CELL-HYD-03,Hyderabad,6221.5,6629.6
2026-07,CELL-HYD-03,Hyderabad,5774.4,6629.6
