reading_ts,cell_id,region,latency_ms,throughput_mbps,downtime_min,drop_call_rate_pct
2026-08-03 17:15:00,CELL-DEL-02,Delhi NCR,33.02,263.45,0,0.938
2026-08-03 17:15:00,CELL-DEL-03,Delhi NCR,32.78,285.21,0,0.539
2026-08-03 17:15:00,CELL-KOL-01,Kolkata,27.93,263.14,0,0.453
2026-08-03 17:15:00,CELL-KOL-02,Kolkata,33.91,257.35,0,0.492
2026-08-03 17:15:00,CELL-KOL-03,Kolkata,32.17,189.62,0,1.151
2026-08-03 17:15:00,CELL-MUM-01,Mumbai,,196.21,0,0.42
2026-08-03 17:15:00,CELL-MUM-02,Mumbai,35.03,206.94,0,0.633
2026-08-03 17:15:00,CELL-MUM-03,Mumbai,30.41,300.29,0,0.466
2026-08-03 17:30:00,CELL-BLR-01,Bengaluru,31.81,187.37,0,0.118
2026-08-03 17:30:00,CELL-BLR-02,Bengaluru,31.88,259.71,0,0.851
2026-08-03 17:30:00,CELL-BLR-03,Bengaluru,32.85,173.66,0,0.815
2026-08-03 17:30:00,CELL-DEL-01,Delhi NCR,30.84,297.81,0,0.807
2026-08-03 17:30:00,CELL-DEL-02,Delhi NCR,30.04,253.54,0,0.503
2026-08-03 17:30:00,CELL-DEL-03,Delhi NCR,33.07,284.44,0,0.804
2026-08-03 17:30:00,CELL-KOL-01,Kolkata,32.12,262.14,0,0.796
2026-08-03 17:30:00,CELL-KOL-02,Kolkata,35.41,247.24,0,0.645
2026-08-03 17:30:00,CELL-KOL-03,Kolkata,33.38,178.91,0,0.598
2026-08-03 17:30:00,CELL-MUM-01,Mumbai,31.93,188.53,0,0.558
2026-08-03 17:30:00,CELL-MUM-02,Mumbai,35.45,216.45,0,0.646
2026-08-03 17:30:00,CELL-MUM-03,Mumbai,30.53,295.62,0,0.626
2026-08-03 17:45:00,CELL-BLR-01,Bengaluru,32.0,174.45,0,0.54
2026-08-03 17:45:00,CELL-BLR-02,Bengaluru,32.81,278.19,0,0.563
2026-08-03 17:45:00,CELL-BLR-03,Bengaluru,28.04,182.06,0,0.635
2026-08-03 17:45:00,CELL-DEL-01,Delhi NCR,27.79,298.15,0,0.591
2026-08-03 17:45:00,CELL-DEL-02,Delhi NCR,32.26,257.89,0,0.517
2026-08-03 17:45:00,CELL-DEL-03,Delhi NCR,34.19,269.45,0,0.525
2026-08-03 17:45:00,CELL-KOL-01,Kolkata,32.43,264.94,0,0.913
2026-08-03 17:45:00,CELL-KOL-02,Kolkata,36.24,235.48,0,0.35
2026-08-03 17:45:00,CELL-KOL-03,Kolkata,35.02,200.01,0,0.658
2026-08-03 17:45:00,CELL-MUM-01,Mumbai,31.59,189.81,0,0.336
2026-08-03 17:45:00,CELL-MUM-02,Mumbai,34.56,200.03,0,0.418
2026-08-03 17:45:00,CELL-MUM-03,Mumbai,30.15,284.99,0,0.759
2026-08-03 18:00:00,CELL-BLR-01,Bengaluru,33.7,174.7,0,0.585
2026-08-03 18:00:00,CELL-BLR-02,Bengaluru,31.9,256.3,0,0.344
2026-08-03 18:00:00,CELL-BLR-03,Bengaluru,33.36,179.51,0,0.62
2026-08-03 18:00:00,CELL-DEL-01,Delhi NCR,31.05,291.7,0,0.324
2026-08-03 18:00:00,CELL-DEL-02,Delhi NCR,31.86,258.01,0,0.867
2026-08-03 18:00:00,CELL-DEL-03,Delhi NCR,35.45,257.97,0,0.579
2026-08-03 18:00:00,CELL-KOL-01,Kolkata,28.08,249.63,0,0.683
2026-08-03 18:00:00,CELL-KOL-02,Kolkata,35.58,236.33,0,0.517
2026-08-03 18:00:00,CELL-KOL-03,Kolkata,35.26,168.74,0,0.69
2026-08-03 18:00:00,CELL-MUM-01,Mumbai,33.25,172.49,0,0.45
2026-08-03 18:00:00,CELL-MUM-02,Mumbai,35.56,208.19,0,0.449
2026-08-03 18:00:00,CELL-MUM-03,Mumbai,30.42,292.25,0,0.289
2026-08-03 18:15:00,CELL-BLR-01,Bengaluru,31.37,171.02,0,0.467
2026-08-03 18:15:00,CELL-BLR-02,Bengaluru,35.91,248.8,0,0.372
2026-08-03 18:15:00,CELL-BLR-03,Bengaluru,35.26,183.61,0,0.567
2026-08-03 18:15:00,CELL-DEL-01,Delhi NCR,33.74,291.97,0,0.631
2026-08-03 18:15:00,CELL-DEL-02,Delhi NCR,35.0,245.85,0,0.563
2026-08-03 18:15:00,CELL-DEL-03,Delhi NCR,34.29,256.2,0,0.368
2026-08-03 18:15:00,CELL-KOL-01,Kolkata,29.65,257.26,0,0.453
2026-08-03 18:15:00,CELL-KOL-02,Kolkata,35.26,222.97,0,0.606
2026-08-03 18:15:00,CELL-KOL-03,Kolkata,37.48,182.0,0,0.504
2026-08-03 18:15:00,CELL-MUM-01,Mumbai,34.5,166.06,0,1.008
2026-08-03 18:15:00,CELL-MUM-02,Mumbai,37.4,207.59,0,0.59
2026-08-03 18:15:00,CELL-MUM-03,Mumbai,30.82,281.35,0,0.664
2026-08-03 18:30:00,CELL-BLR-01,Bengaluru,34.54,157.2,0,0.674
2026-08-03 18:30:00,CELL-BLR-02,Bengaluru,38.2,239.55,0,0.711
2026-08-03 18:30:00,CELL-BLR-03,Bengaluru,33.31,178.8,0,0.625
2026-08-03 18:30:00,CELL-DEL-01,Delhi NCR,31.53,282.46,0,0.503
2026-08-03 18:30:00,CELL-DEL-02,Delhi NCR,34.26,235.91,0,0.626
2026-08-03 18:30:00,CELL-DEL-03,Delhi NCR,35.87,248.08,0,0.538
2026-08-03 18:30:00,CELL-KOL-01,Kolkata,31.83,225.11,0,0.512
2026-08-03 18:30:00,CELL-KOL-02,Kolkata,40.56,225.98,0,0.421
2026-08-03 18:30:00,CELL-KOL-03,Kolkata,38.28,150.39,0,0.89
2026-08-03 18:30:00,CELL-MUM-01,Mumbai,34.23,155.08,0,0.497
2026-08-03 18:30:00,CELL-MUM-02,Mumbai,33.09,179.9,0,0.563
2026-08-03 18:30:00,CELL-MUM-03,Mumbai,33.67,271.91,0,0.748
2026-08-03 18:45:00,CELL-BLR-01,Bengaluru,35.32,170.19,0,0.743
2026-08-03 18:45:00,CELL-BLR-02,Bengaluru,37.23,221.39,0,0.376
2026-08-03 18:45:00,CELL-BLR-03,Bengaluru,32.61,163.16,0,0.689
2026-08-03 18:45:00,CELL-DEL-01,Delhi NCR,35.4,266.38,0,1.313
2026-08-03 18:45:00,CELL-DEL-02,Delhi NCR,36.1,-1.0,0,0.669
2026-08-03 18:45:00,CELL-DEL-03,Delhi NCR,39.84,234.64,0,0.396
2026-08-03 18:45:00,CELL-KOL-01,Kolkata,35.78,208.77,0,0.794
2026-08-03 18:45:00,CELL-KOL-02,Kolkata,38.82,212.1,0,0.491
2026-08-03 18:45:00,CELL-KOL-03,Kolkata,39.13,153.41,0,0.805
2026-08-03 18:45:00,CELL-MUM-01,Mumbai,38.79,158.22,0,0.28
2026-08-03 18:45:00,CELL-MUM-02,Mumbai,38.01,181.11,0,0.715
2026-08-03 18:45:00,CELL-MUM-03,Mumbai,34.21,247.66,0,0.739
2026-08-03 19:00:00,CELL-BLR-01,Bengaluru,36.17,136.71,0,0.541
2026-08-03 19:00:00,CELL-BLR-02,Bengaluru,38.51,233.26,0,0.917
2026-08-03 19:00:00,CELL-BLR-03,Bengaluru,44.83,152.95,0,0.878
2026-08-03 19:00:00,CELL-DEL-01,Delhi NCR,37.82,235.4,0,0.82
2026-08-03 19:00:00,CELL-DEL-02,Delhi NCR,35.13,203.31,0,0.82
2026-08-03 19:00:00,CELL-DEL-03,Delhi NCR,38.42,216.17,0,0.665
2026-08-03 19:00:00,CELL-KOL-01,Kolkata,39.9,202.77,0,1.11
2026-08-03 19:00:00,CELL-KOL-02,Kolkata,42.8,193.09,0,0.847
2026-08-03 19:00:00,CELL-KOL-03,Kolkata,37.15,144.96,0,0.81
2026-08-03 19:00:00,CELL-MUM-01,Mumbai,39.36,131.98,0,0.367
2026-08-03 19:00:00,CELL-MUM-02,Mumbai,38.9,168.12,0,0.75
2026-08-03 19:00:00,CELL-MUM-03,Mumbai,39.71,247.37,0,0.5
2026-08-03 19:15:00,CELL-BLR-01,Bengaluru,38.48,135.81,0,0.175
2026-08-03 19:15:00,CELL-BLR-02,Bengaluru,41.72,207.74,0,0.905
2026-08-03 19:15:00,CELL-BLR-03,Bengaluru,41.17,140.95,0,0.435
2026-08-03 19:15:00,CELL-DEL-01,Delhi NCR,36.91,225.38,0,0.676
2026-08-03 19:15:00,CELL-DEL-02,Delhi NCR,40.57,219.81,0,0.655
2026-08-03 19:15:00,CELL-DEL-03,Delhi NCR,43.42,205.01,0,0.885
2026-08-03 19:15:00,CELL-KOL-01,Kolkata,36.88,205.15,0,0.658
2026-08-03 19:15:00,CELL-KOL-02,Kolkata,44.67,187.36,0,0.75
2026-08-03 19:15:00,CELL-KOL-03,Kolkata,41.45,150.65,0,0.551
2026-08-03 19:15:00,CELL-MUM-01,Mumbai,42.77,128.47,0,0.67
2026-08-03 19:15:00,CELL-MUM-02,Mumbai,41.12,176.91,0,0.738
2026-08-03 19:15:00,CELL-MUM-03,Mumbai,42.39,213.02,0,0.897
2026-08-03 19:30:00,CELL-BLR-01,Bengaluru,40.5,129.93,0,0.329
2026-08-03 19:30:00,CELL-BLR-02,Bengaluru,44.07,188.76,0,0.671
2026-08-03 19:30:00,CELL-BLR-03,Bengaluru,42.79,128.15,0,0.377
2026-08-03 19:30:00,CELL-DEL-01,Delhi NCR,39.45,226.14,0,0.854
2026-08-03 19:30:00,CELL-DEL-02,Delhi NCR,41.98,195.52,0,0.959
2026-08-03 19:30:00,CELL-DEL-03,Delhi NCR,42.58,194.62,0,0.903
2026-08-03 19:30:00,CELL-KOL-01,Kolkata,44.29,209.79,0,0.759
2026-08-03 19:30:00,CELL-KOL-02,Kolkata,46.92,199.95,0,0.701
2026-08-03 19:30:00,CELL-KOL-03,Kolkata,45.04,129.26,0,0.474
2026-08-03 19:30:00,CELL-MUM-01,Mumbai,42.48,131.43,0,0.413
2026-08-03 19:30:00,CELL-MUM-02,Mumbai,44.5,166.91,0,0.43
2026-08-03 19:30:00,CELL-MUM-03,Mumbai,40.3,202.09,0,0.917
2026-08-03 19:45:00,CELL-BLR-01,Bengaluru,41.93,128.06,0,0.978
2026-08-03 19:45:00,CELL-BLR-02,Bengaluru,43.18,186.7,0,0.686
2026-08-03 19:45:00,CELL-BLR-03,Bengaluru,46.34,146.89,0,0.998
2026-08-03 19:45:00,CELL-DEL-01,Delhi NCR,41.86,211.85,0,0.834
2026-08-03 19:45:00,CELL-DEL-02,Delhi NCR,49.09,194.77,0,0.639
2026-08-03 19:45:00,CELL-DEL-03,Delhi NCR,45.64,202.88,0,0.777
2026-08-03 19:45:00,CELL-KOL-01,Kolkata,43.63,186.62,0,0.764
2026-08-03 19:45:00,CELL-KOL-02,Kolkata,49.69,169.14,0,0.724
2026-08-03 19:45:00,CELL-KOL-03,Kolkata,47.52,131.34,0,0.642
2026-08-03 19:45:00,CELL-MUM-01,Mumbai,44.02,138.34,0,0.82
2026-08-03 19:45:00,CELL-MUM-02,Mumbai,48.16,149.11,0,0.411
2026-08-03 19:45:00,CELL-MUM-03,Mumbai,41.21,220.04,0,0.788
2026-08-03 20:00:00,CELL-BLR-01,Bengaluru,42.63,130.14,0,1.18
2026-08-03 20:00:00,CELL-BLR-02,Bengaluru,47.98,174.57,0,1.16
2026-08-03 20:00:00,CELL-BLR-03,Bengaluru,47.76,139.37,0,0.967
2026-08-03 20:00:00,CELL-DEL-01,Delhi NCR,43.13,197.66,0,1.087
2026-08-03 20:00:00,CELL-DEL-02,Delhi NCR,43.5,195.12,0,1.075
2026-08-03 20:00:00,CELL-DEL-03,Delhi NCR,44.25,189.51,0,0.804
2026-08-03 20:00:00,CELL-KOL-01,Kolkata,42.84,174.0,0,0.693
2026-08-03 20:00:00,CELL-KOL-02,Kolkata,50.7,167.97,0,0.889
2026-08-03 20:00:00,CELL-KOL-03,Kolkata,49.62,119.71,0,0.819
2026-08-03 20:00:00,CELL-MUM-01,Mumbai,45.66,114.94,0,0.692
2026-08-03 20:00:00,CELL-MUM-02,Mumbai,46.34,143.65,0,1.109
2026-08-03 20:00:00,CELL-MUM-03,Mumbai,42.91,210.66,0,0.813
2026-08-03 20:15:00,CELL-BLR-01,Bengaluru,47.35,116.7,0,0.142
2026-08-03 20:15:00,CELL-BLR-02,Bengaluru,47.4,166.54,0,1.26
2026-08-03 20:15:00,CELL-BLR-03,Bengaluru,49.21,117.02,0,0.479
2026-08-03 20:15:00,CELL-DEL-01,Delhi NCR,43.69,205.02,0,0.99
2026-08-03 20:15:00,CELL-DEL-02,Delhi NCR,44.83,183.28,0,0.562
2026-08-03 20:15:00,CELL-DEL-03,Delhi NCR,45.66,173.03,0,0.333
2026-08-03 20:15:00,CELL-KOL-01,Kolkata,47.25,164.44,0,0.705
2026-08-03 20:15:00,CELL-KOL-02,Kolkata,49.85,163.62,0,1.466
2026-08-03 20:15:00,CELL-KOL-03,Kolkata,50.6,123.44,0,0.902
2026-08-03 20:15:00,CELL-MUM-01,Mumbai,44.13,112.64,0,0.964
2026-08-03 20:15:00,CELL-MUM-02,Mumbai,48.86,160.43,0,1.037
2026-08-03 20:15:00,CELL-MUM-02,Mumbai,48.86,160.43,0,1.037
2026-08-03 20:15:00,CELL-MUM-03,Mumbai,43.68,190.8,0,0.197
2026-08-03 20:30:00,CELL-BLR-01,Bengaluru,48.61,146.67,0,0.635
2026-08-03 20:30:00,CELL-BLR-02,Bengaluru,45.08,189.28,0,0.748
2026-08-03 20:30:00,CELL-BLR-03,Bengaluru,45.82,135.69,0,1.127
2026-08-03 20:30:00,CELL-DEL-01,Delhi NCR,42.68,202.92,0,1.182
2026-08-03 20:30:00,CELL-DEL-02,Delhi NCR,44.85,175.49,0,1.011
2026-08-03 20:30:00,CELL-DEL-03,Delhi NCR,50.11,172.43,0,0.334
2026-08-03 20:30:00,CELL-KOL-01,Kolkata,45.47,179.87,0,0.609
2026-08-03 20:30:00,CELL-KOL-02,Kolkata,50.69,165.99,0,0.472
2026-08-03 20:30:00,CELL-KOL-03,Kolkata,50.03,114.04,0,1.074
2026-08-03 20:30:00,CELL-MUM-01,Mumbai,47.95,111.27,0,0.809
2026-08-03 20:30:00,CELL-MUM-02,Mumbai,51.34,137.63,0,1.228
2026-08-03 20:30:00,CELL-MUM-03,Mumbai,46.59,202.74,0,0.682
2026-08-03 20:45:00,CELL-BLR-01,Bengaluru,43.87,122.75,0,0.172
2026-08-03 20:45:00,CELL-BLR-02,Bengaluru,47.5,185.64,0,1.097
2026-08-03 20:45:00,CELL-BLR-03,Bengaluru,48.61,141.99,0,0.787
2026-08-03 20:45:00,CELL-DEL-01,Delhi NCR,40.61,197.95,0,1.084
2026-08-03 20:45:00,CELL-DEL-02,Delhi NCR,46.6,158.7,0,0.268
2026-08-03 20:45:00,CELL-DEL-03,Delhi NCR,47.45,177.78,0,0.446
2026-08-03 20:45:00,CELL-KOL-01,Kolkata,41.52,189.23,0,0.981
2026-08-03 20:45:00,CELL-KOL-02,Kolkata,51.64,159.39,0,0.82
2026-08-03 20:45:00,CELL-KOL-03,Kolkata,48.67,121.15,0,0.968
2026-08-03 20:45:00,CELL-MUM-01,Mumbai,43.62,122.25,0,0.766
2026-08-03 20:45:00,CELL-MUM-02,Mumbai,51.02,152.6,0,0.418
2026-08-03 20:45:00,CELL-MUM-03,Mumbai,46.33,204.87,0,0.521
2026-08-03 21:00:00,CELL-BLR-01,Bengaluru,45.31,133.37,0,0.78
2026-08-03 21:00:00,CELL-BLR-02,Bengaluru,48.33,204.74,0,0.574
2026-08-03 21:00:00,CELL-BLR-03,Bengaluru,48.12,115.01,0,1.236
2026-08-03 21:00:00,CELL-DEL-01,Delhi NCR,43.27,218.15,0,0.455
2026-08-03 21:00:00,CELL-DEL-02,Delhi NCR,48.09,172.32,0,0.766
2026-08-03 21:00:00,CELL-DEL-03,Delhi NCR,45.69,185.66,0,0.373
2026-08-03 21:00:00,CELL-KOL-01,Kolkata,45.32,167.0,0,0.738
2026-08-03 21:00:00,CELL-KOL-02,Kolkata,51.34,168.9,0,0.427
2026-08-03 21:00:00,CELL-KOL-03,Kolkata,53.17,128.48,0,1.133
2026-08-03 21:00:00,CELL-MUM-01,Mumbai,47.11,114.66,0,0.679
2026-08-03 21:00:00,CELL-MUM-02,Mumbai,49.21,161.35,0,0.603
2026-08-03 21:00:00,CELL-MUM-03,Mumbai,44.69,191.97,0,1.034
2026-08-03 21:15:00,CELL-BLR-01,Bengaluru,46.12,136.33,0,0.28
2026-08-03 21:15:00,CELL-BLR-02,Bengaluru,48.61,194.22,0,0.725
2026-08-03 21:15:00,CELL-BLR-03,Bengaluru,46.76,129.84,0,0.753
2026-08-03 21:15:00,CELL-DEL-01,Delhi NCR,43.31,225.37,0,0.434
2026-08-03 21:15:00,CELL-DEL-02,Delhi NCR,44.71,188.92,0,0.313
2026-08-03 21:15:00,CELL-DEL-03,Delhi NCR,44.39,176.2,0,0.727
2026-08-03 21:15:00,CELL-KOL-01,Kolkata,44.27,197.54,0,0.603
2026-08-03 21:15:00,CELL-KOL-02,Kolkata,46.24,184.44,0,1.038
2026-08-03 21:15:00,CELL-KOL-03,Kolkata,48.25,145.37,0,0.912
2026-08-03 21:15:00,CELL-MUM-01,Mumbai,44.91,110.92,0,0.814
2026-08-03 21:15:00,CELL-MUM-02,Mumbai,48.22,145.66,0,0.653
2026-08-03 21:15:00,CELL-MUM-03,Mumbai,43.68,208.86,0,1.239
2026-08-03 21:30:00,CELL-BLR-01,Bengaluru,40.19,143.96,0,0.788
2026-08-03 21:30:00,CELL-BLR-02,Bengaluru,43.93,203.85,0,0.603
2026-08-03 21:30:00,CELL-BLR-03,Bengaluru,43.24,139.72,0,1.34
2026-08-03 21:30:00,CELL-DEL-01,Delhi NCR,37.65,231.42,0,1.239
2026-08-03 21:30:00,CELL-DEL-02,Delhi NCR,39.67,195.19,0,0.911
2026-08-03 21:30:00,CELL-DEL-03,Delhi NCR,46.51,205.77,0,0.768
2026-08-03 21:30:00,CELL-KOL-01,Kolkata,42.46,195.75,0,0.445
2026-08-03 21:30:00,CELL-KOL-02,Kolkata,46.89,181.93,0,0.854
2026-08-03 21:30:00,CELL-KOL-03,Kolkata,44.0,138.13,0,0.405
2026-08-03 21:30:00,CELL-MUM-01,Mumbai,41.98,136.17,0,0.763
2026-08-03 21:30:00,CELL-MUM-02,Mumbai,45.02,155.6,0,0.851
2026-08-03 21:30:00,CELL-MUM-03,Mumbai,42.1,228.38,0,0.889
2026-08-03 21:45:00,CELL-BLR-01,Bengaluru,37.22,121.95,0,0.94
2026-08-03 21:45:00,CELL-BLR-02,Bengaluru,42.4,204.54,0,0.497
2026-08-03 21:45:00,CELL-BLR-03,Bengaluru,40.15,140.35,0,0.413
2026-08-03 21:45:00,CELL-DEL-01,Delhi NCR,35.36,240.6,0,0.763
2026-08-03 21:45:00,CELL-DEL-02,Delhi NCR,38.7,210.51,0,0.666
2026-08-03 21:45:00,CELL-DEL-03,Delhi NCR,38.85,205.77,0,0.632
2026-08-03 21:45:00,CELL-KOL-01,Kolkata,39.09,202.32,0,0.367
2026-08-03 21:45:00,CELL-KOL-02,Kolkata,39.81,200.31,0,0.804
2026-08-03 21:45:00,CELL-KOL-03,Kolkata,44.52,136.89,0,0.696
2026-08-03 21:45:00,CELL-MUM-01,Mumbai,42.18,147.96,0,0.847
2026-08-03 21:45:00,CELL-MUM-02,Mumbai,42.43,180.94,0,0.407
2026-08-03 21:45:00,CELL-MUM-03,Mumbai,39.01,236.73,0,0.975
2026-08-03 22:00:00,CELL-BLR-01,Bengaluru,34.86,166.5,0,0.695
2026-08-03 22:00:00,CELL-BLR-02,Bengaluru,39.84,225.11,0,0.629
2026-08-03 22:00:00,CELL-BLR-03,Bengaluru,37.61,156.96,0,1.232
2026-08-03 22:00:00,CELL-DEL-01,Delhi NCR,38.4,253.45,0,1.009
2026-08-03 22:00:00,CELL-DEL-02,Delhi NCR,41.37,222.43,0,0.869
2026-08-03 22:00:00,CELL-DEL-03,Delhi NCR,39.47,218.17,0,0.656
2026-08-03 22:00:00,CELL-KOL-01,Kolkata,36.6,212.97,0,0.586
2026-08-03 22:00:00,CELL-KOL-02,Kolkata,44.25,208.25,0,0.781
2026-08-03 22:00:00,CELL-KOL-03,Kolkata,39.29,138.28,0,0.703
2026-08-03 22:00:00,CELL-MUM-01,Mumbai,40.41,162.62,0,0.842
2026-08-03 22:00:00,CELL-MUM-02,Mumbai,40.86,160.12,0,0.404
2026-08-03 22:00:00,CELL-MUM-03,Mumbai,34.94,237.89,0,0.646
2026-08-03 22:15:00,CELL-BLR-01,Bengaluru,35.03,167.65,0,0.968
2026-08-03 22:15:00,CELL-BLR-02,Bengaluru,39.0,212.47,0,0.887
2026-08-03 22:15:00,CELL-BLR-03,Bengaluru,37.19,155.52,0,0.433
2026-08-03 22:15:00,CELL-DEL-01,Delhi NCR,33.02,260.54,0,0.739
2026-08-03 22:15:00,CELL-DEL-02,Delhi NCR,37.62,220.61,0,1.006
2026-08-03 22:15:00,CELL-DEL-03,Delhi NCR,38.59,241.86,0,0.612
2026-08-03 22:15:00,CELL-KOL-01,Kolkata,31.08,229.77,0,0.701
2026-08-03 22:15:00,CELL-KOL-02,Kolkata,39.74,196.41,0,0.548
2026-08-03 22:15:00,CELL-KOL-03,Kolkata,40.68,164.11,0,0.882
2026-08-03 22:15:00,CELL-MUM-01,Mumbai,36.79,162.47,0,0.326
2026-08-03 22:15:00,CELL-MUM-02,Mumbai,38.67,186.5,0,0.725
2026-08-03 22:15:00,CELL-MUM-03,Mumbai,33.08,268.49,0,0.949
2026-08-03 22:30:00,CELL-BLR-01,Bengaluru,33.47,161.93,0,0.666
2026-08-03 22:30:00,CELL-BLR-02,Bengaluru,36.13,248.75,0,0.799
2026-08-03 22:30:00,CELL-BLR-03,Bengaluru,34.1,157.35,0,0.918
2026-08-03 22:30:00,CELL-DEL-01,Delhi NCR,33.33,276.93,0,0.917
2026-08-03 22:30:00,CELL-DEL-02,Delhi NCR,35.4,232.83,0,0.509
2026-08-03 22:30:00,CELL-DEL-03,Delhi NCR,32.7,237.65,0,0.952
2026-08-03 22:30:00,CELL-KOL-01,Kolkata,32.21,236.69,0,0.333
2026-08-03 22:30:00,CELL-KOL-02,Kolkata,37.84,193.29,0,0.219
2026-08-03 22:30:00,CELL-KOL-03,Kolkata,39.91,172.87,0,0.503
2026-08-03 22:30:00,CELL-MUM-01,Mumbai,33.48,177.44,0,0.542
2026-08-03 22:30:00,CELL-MUM-01,Mumbai,33.48,177.44,0,0.542
2026-08-03 22:30:00,CELL-MUM-02,Mumbai,37.5,202.23,0,0.534
2026-08-03 22:30:00,CELL-MUM-03,Mumbai,31.11,273.83,0,1.014
2026-08-03 22:45:00,CELL-BLR-01,Bengaluru,29.82,186.46,0,0.672
2026-08-03 22:45:00,CELL-BLR-02,Bengaluru,36.85,242.92,0,0.443
2026-08-03 22:45:00,CELL-BLR-03,Bengaluru,30.06,187.65,0,0.291
2026-08-03 22:45:00,CELL-DEL-01,Delhi NCR,31.85,294.95,0,0.723
2026-08-03 22:45:00,CELL-DEL-02,Delhi NCR,33.26,226.79,0,0.672
2026-08-03 22:45:00,CELL-DEL-03,Delhi NCR,33.24,255.27,0,0.335
2026-08-03 22:45:00,CELL-KOL-01,Kolkata,30.5,261.09,0,0.665
2026-08-03 22:45:00,CELL-KOL-02,Kolkata,41.85,226.37,0,0.778
2026-08-03 22:45:00,CELL-KOL-03,Kolkata,33.84,180.13,0,0.503
2026-08-03 22:45:00,CELL-MUM-01,Mumbai,33.1,163.89,0,0.615
2026-08-03 22:45:00,CELL-MUM-02,Mumbai,33.87,195.79,0,0.88
2026-08-03 22:45:00,CELL-MUM-03,Mumbai,30.31,275.18,0,0.896
2026-08-03 23:00:00,CELL-BLR-01,Bengaluru,31.68,166.13,0,0.843
2026-08-03 23:00:00,CELL-BLR-02,Bengaluru,32.73,265.84,0,0.61
2026-08-03 23:00:00,CELL-BLR-03,Bengaluru,36.5,180.94,0,0.42
2026-08-03 23:00:00,CELL-DEL-01,Delhi NCR,32.11,289.92,0,0.526
2026-08-03 23:00:00,CELL-DEL-02,Delhi NCR,34.26,256.71,0,0.626
2026-08-03 23:00:00,CELL-DEL-03,Delhi NCR,35.48,277.49,0,0.672
2026-08-03 23:00:00,CELL-KOL-01,Kolkata,33.35,249.26,0,0.739
2026-08-03 23:00:00,CELL-KOL-02,Kolkata,36.73,238.97,0,0.85
2026-08-03 23:00:00,CELL-KOL-03,Kolkata,33.76,169.67,0,0.578
2026-08-03 23:00:00,CELL-MUM-01,Mumbai,33.97,175.83,0,0.474
2026-08-03 23:00:00,CELL-MUM-02,Mumbai,35.24,208.33,0,0.577
2026-08-03 23:00:00,CELL-MUM-03,Mumbai,28.33,292.66,0,0.74
2026-08-03 23:15:00,CELL-BLR-01,Bengaluru,32.05,184.39,0,0.215
2026-08-03 23:15:00,CELL-BLR-02,Bengaluru,35.82,277.22,0,0.745
2026-08-03 23:15:00,CELL-BLR-03,Bengaluru,35.0,181.62,0,0.514
2026-08-03 23:15:00,CELL-DEL-01,Delhi NCR,28.31,286.3,0,0.47
2026-08-03 23:15:00,CELL-DEL-02,Delhi NCR,27.9,260.44,0,0.777
2026-08-03 23:15:00,CELL-DEL-03,Delhi NCR,31.88,270.93,0,0.742
2026-08-03 23:15:00,CELL-KOL-01,Kolkata,28.25,282.25,0,0.416
2026-08-03 23:15:00,CELL-KOL-02,Kolkata,34.87,243.57,0,0.572
2026-08-03 23:15:00,CELL-KOL-03,Kolkata,35.81,177.58,0,0.698
2026-08-03 23:15:00,CELL-MUM-01,Mumbai,32.82,183.43,0,0.679
2026-08-03 23:15:00,CELL-MUM-02,Mumbai,32.62,215.68,0,0.526
2026-08-03 23:15:00,CELL-MUM-03,Mumbai,30.88,294.1,0,0.41
2026-08-03 23:30:00,CELL-BLR-01,Bengaluru,30.24,186.46,0,0.26
2026-08-03 23:30:00,CELL-BLR-02,Bengaluru,31.6,270.78,0,0.436
2026-08-03 23:30:00,CELL-BLR-03,Bengaluru,31.28,183.0,0,0.537
2026-08-03 23:30:00,CELL-DEL-01,Delhi NCR,27.62,306.14,0,0.505
2026-08-03 23:30:00,CELL-DEL-02,Delhi NCR,30.36,256.83,0,0.666
2026-08-03 23:30:00,CELL-DEL-03,Delhi NCR,34.54,279.72,0,0.289
2026-08-03 23:30:00,CELL-KOL-01,Kolkata,27.93,255.05,0,0.497
2026-08-03 23:30:00,CELL-KOL-02,Kolkata,39.64,263.67,0,0.758
2026-08-03 23:30:00,CELL-KOL-03,Kolkata,30.51,178.47,0,0.713
2026-08-03 23:30:00,CELL-MUM-01,Mumbai,28.77,178.97,0,0.338
2026-08-03 23:30:00,CELL-MUM-02,Mumbai,34.54,195.01,0,0.459
2026-08-03 23:30:00,CELL-MUM-03,Mumbai,29.04,299.94,0,0.64
2026-08-03 23:45:00,CELL-BLR-01,Bengaluru,28.56,169.48,0,0.86
2026-08-03 23:45:00,CELL-BLR-02,Bengaluru,33.15,266.35,0,0.317
2026-08-03 23:45:00,CELL-BLR-03,Bengaluru,31.98,177.85,0,0.493
2026-08-03 23:45:00,CELL-DEL-01,Delhi NCR,27.47,322.22,0,0.171
2026-08-03 23:45:00,CELL-DEL-02,Delhi NCR,31.82,277.1,0,0.523
2026-08-03 23:45:00,CELL-DEL-03,Delhi NCR,31.92,274.0,0,0.697
2026-08-03 23:45:00,CELL-KOL-01,Kolkata,25.36,274.86,0,0.604
2026-08-03 23:45:00,CELL-KOL-02,Kolkata,33.09,248.04,0,0.598
2026-08-03 23:45:00,CELL-KOL-03,Kolkata,32.97,175.56,0,0.49
