customer_id,month,data_gb,voice_min,intl_min,sms_count,revenue_inr,recharge_count,failed_payment_count
TEL-10698,2026-06,4.27,277,1.1,3,217.67,3,0
TEL-10699,2026-01,8.41,158,1.2,0,231.25,2,0
TEL-10699,2026-02,6.59,182,1.1,11,213.08,3,0
TEL-10699,2026-03,6.82,301,0.4,7,208.15,1,0
TEL-10699,2026-04,8.01,124,0.9,11,229.26,2,0
TEL-10699,2026-05,9.58,188,0,4,204.77,1,0
TEL-10699,2026-06,7.33,236,0.3,11,256.79,2,0
TEL-10700,2026-01,1.11,240,2.3,12,77.68,3,0
TEL-10700,2026-02,0.85,264,0.2,11,91.4,1,0
TEL-10700,2026-03,0.96,165,1.1,6,82.54,1,0
TEL-10700,2026-04,1.51,257,0.3,11,82.82,3,0
TEL-10700,2026-05,0.75,161,0.1,11,96.24,4,0
TEL-10700,2026-06,1.37,256,0.3,10,102.3,4,0
TEL-10701,2026-01,2.77,226,0.4,28,329.67,4,0
TEL-10701,2026-02,2.61,256,3.7,29,292.05,1,0
TEL-10701,2026-03,2.29,95,0.1,23,346.94,4,0
TEL-10701,2026-04,2.31,261,1.6,29,351.52,1,0
TEL-10701,2026-05,2.17,184,2.1,22,341.44,1,0
TEL-10701,2026-06,2.37,202,0.6,30,319.41,3,0
TEL-10702,2026-01,12.62,351,0,10,359.58,4,0
TEL-10702,2026-02,13.71,265,0.3,20,326.93,2,0
TEL-10702,2026-03,17.84,299,0.1,23,296.07,3,0
TEL-10702,2026-04,18.15,132,0.2,20,320.2,1,0
TEL-10702,2026-05,11.26,374,0,12,346.89,3,0
TEL-10702,2026-06,18.33,406,0.5,25,372.97,1,0
TEL-10703,2026-01,11.49,191,2,6,425.77,2,0
TEL-10703,2026-02,27.38,142,1,9,479.55,2,0
TEL-10703,2026-03,27.36,186,0.2,4,411.44,4,0
TEL-10703,2026-04,23.8,243,1.3,7,507.86,1,0
TEL-10703,2026-05,30.35,272,1.9,4,428.21,3,0
TEL-10703,2026-06,18.45,120,0.6,5,488.77,4,0
TEL-10704,2026-01,25.79,316,0.1,13,493.42,3,0
TEL-10704,2026-02,27.12,265,0.2,7,572.64,3,0
TEL-10704,2026-03,41.11,228,1.6,19,539.09,1,0
TEL-10704,2026-04,4,313,0,13,576.09,1,0
TEL-10704,2026-05,30.32,374,0.4,14,417.08,1,0
TEL-10704,2026-06,26.48,254,1,17,525.66,4,0
TEL-10705,2026-01,6.09,158,1.7,8,207.08,2,0
TEL-10705,2026-02,5.76,105,0.8,7,197.89,2,0
TEL-10705,2026-03,7.41,185,1.6,11,204.57,4,0
TEL-10705,2026-04,5.31,100,0,7,240.52,1,0
TEL-10705,2026-05,7.55,89,2.4,13,204.1,1,0
TEL-10705,2026-06,5.63,80,0,10,185.83,1,0
TEL-10706,2026-01,31.26,248,2,5,300.2,4,0
TEL-10706,2026-02,32.8,217,0.4,12,295.66,2,0
TEL-10706,2026-03,22.09,217,0.7,8,0,1,0
TEL-10706,2026-04,29.59,347,0.7,4,401.68,3,0
TEL-10706,2026-05,21.37,303,0.9,8,325.97,3,0
TEL-10706,2026-06,31.1,326,0.4,9,264.55,2,0
TEL-10707,2026-01,3.85,115,0,13,341.32,3,0
TEL-10707,2026-02,3.33,120,0.7,8,301.5,4,0
TEL-10707,2026-03,2.55,124,0,8,291.58,4,0
TEL-10707,2026-04,3.12,85,0.4,13,330.03,2,0
TEL-10707,2026-05,3.21,111,0.7,5,332.39,2,0
TEL-10707,2026-06,2.67,127,0.1,11,357.42,3,0
TEL-10708,2026-01,33.28,193,0.5,7,385.8,3,0
TEL-10708,2026-02,34.49,230,1.2,2,458.7,2,0
TEL-10708,2026-03,34.14,109,2.8,4,473.61,3,0
TEL-10708,2026-04,40.07,147,0.5,2,476.59,1,0
TEL-10708,2026-05,38.92,145,1.1,1,384.11,3,0
TEL-10708,2026-06,45.76,226,1.3,7,503.77,3,0
TEL-10709,2026-01,5.53,131,1.1,15,184.2,1,0
TEL-10709,2026-02,3.24,207,0.1,12,188.7,4,0
TEL-10709,2026-03,4.25,173,1.1,9,168.19,2,0
TEL-10709,2026-04,4.85,149,0.5,15,189.63,2,0
TEL-10709,2026-05,5.48,180,0.3,15,219.38,3,0
TEL-10709,2026-06,5.31,232,1.4,10,195.64,1,0
TEL-10710,2026-01,1.81,136,1,2,169.11,4,0
TEL-10710,2026-02,3.03,149,0.5,3,166.15,2,0
TEL-10710,2026-03,2.59,95,3.7,5,154.7,2,0
TEL-10710,2026-04,3.07,54,1.6,7,183.42,1,0
TEL-10710,2026-05,1.85,127,2.5,0,210.4,4,0
TEL-10710,2026-06,2.57,82,0.7,5,164.9,2,0
TEL-10711,2026-01,3.51,400,0.1,42,182.42,4,0
TEL-10711,2026-02,3.4,374,0.2,45,180.01,4,0
TEL-10711,2026-03,4.04,645,1.6,36,187.74,1,0
TEL-10711,2026-04,2.42,603,1.2,31,183.35,1,0
TEL-10711,2026-05,2.64,407,0.2,31,192.35,1,0
TEL-10711,2026-06,3.33,423,0.4,47,213.16,1,0
TEL-10712,2026-01,20.82,93,0.2,2,403.16,3,0
TEL-10712,2026-02,22.26,191,0.1,2,433.75,1,0
TEL-10712,2026-03,35.13,134,0.1,2,457.62,1,0
TEL-10712,2026-04,22.74,108,0.4,1,474.03,2,0
TEL-10712,2026-05,31.22,77,1.3,2,415.05,4,0
TEL-10712,2026-06,15.82,82,0.6,4,482.8,2,0
TEL-10713,2026-01,33.98,156,2.5,4,505.48,4,0
TEL-10713,2026-02,28.55,298,1.9,9,469.56,3,0
TEL-10713,2026-03,27.51,241,1.2,6,537.53,4,0
TEL-10713,2026-04,33.26,242,0,7,548.11,2,0
TEL-10713,2026-05,26.08,193,0.3,7,488.51,1,0
TEL-10713,2026-06,22.65,275,0.1,6,492.86,3,0
TEL-10714,2026-01,3.1,447,1.1,37,147.94,2,0
TEL-10714,2026-02,3.28,245,0.7,43,164.39,3,0
TEL-10714,2026-03,3.39,405,1.3,41,145.71,3,0
TEL-10714,2026-04,1.5,238,0.6,27,153.03,2,0
TEL-10714,2026-05,1.97,387,1.7,36,174.15,2,0
TEL-10714,2026-06,4.25,282,0.1,32,173.22,1,0
TEL-10715,2026-01,27.89,165,2.6,4,390.98,4,0
TEL-10715,2026-02,25.72,186,1.2,2,426.9,3,0
TEL-10715,2026-03,39.4,93,0.2,5,367.05,1,0
TEL-10715,2026-04,25.64,208,1.9,1,399.39,4,0
TEL-10715,2026-05,23.2,134,3,3,461.78,3,0
TEL-10715,2026-06,39.47,167,0.5,3,411.59,1,0
TEL-10716,2026-01,2.6,83,0.8,4,308.62,2,0
TEL-10716,2026-02,2.73,41,0.9,11,314.63,4,0
TEL-10716,2026-03,3.4,77,0.4,7,288.35,3,0
TEL-10716,2026-04,2.4,92,1.7,5,310.51,1,0
TEL-10716,2026-05,2.89,92,0.5,8,292.38,3,0
TEL-10716,2026-06,3.24,73,0.4,5,303.03,2,0
TEL-10717,2026-01,16.95,244,0.8,16,364.26,3,0
TEL-10717,2026-02,17.03,360,0.7,6,320.45,3,0
TEL-10717,2026-03,13.74,332,0.7,26,385.77,1,0
TEL-10717,2026-04,16.85,359,0.3,18,387.83,4,0
TEL-10717,2026-05,20.28,392,0.5,21,384.38,4,0
TEL-10717,2026-06,19.59,431,0.1,30,359.11,4,0
TEL-10718,2026-01,15.27,240,0.2,13,373.93,2,0
TEL-10718,2026-02,21.28,426,0.2,23,420.42,3,0
TEL-10718,2026-03,28.69,255,1,13,370.53,2,0
TEL-10718,2026-04,20.27,253,0,16,449.23,2,0
TEL-10718,2026-05,19.36,191,0.1,15,430.17,2,0
TEL-10718,2026-06,17.69,230,0.2,18,404.95,1,0
TEL-10719,2026-01,2.1,429,0.1,34,427.73,2,0
TEL-10719,2026-02,1.85,262,2,41,424.4,4,0
TEL-10719,2026-03,2.06,587,0.8,40,403.62,2,0
TEL-10719,2026-04,1.28,366,1,22,414.94,1,0
TEL-10719,2026-05,2.02,617,0.7,27,332.28,3,0
TEL-10719,2026-06,1.88,404,0.8,30,386.11,4,0
TEL-10720,2026-01,20.85,248,0.7,16,176.66,3,0
TEL-10720,2026-02,12.05,309,0.6,11,190.44,3,0
TEL-10720,2026-03,14.81,333,0.4,21,175.62,3,0
TEL-10720,2026-04,12.58,240,0.4,23,181.29,4,0
TEL-10720,2026-05,9.49,258,1.4,8,177.34,4,0
TEL-10720,2026-06,11.79,231,0.4,10,167.43,4,0
TEL-10721,2026-01,18.55,449,0.8,18,489.32,4,0
TEL-10721,2026-02,21.24,330,0.6,11,443.75,2,0
TEL-10721,2026-03,0.3,32,1501.3,19,438.97,4,0
TEL-10721,2026-04,0.25,113,1918.3,18,454.61,4,0
TEL-10721,2026-05,0.16,69,1979,17,385.14,2,0
TEL-10721,2026-06,0.04,48,1749.3,18,366.92,1,0
TEL-10722,2026-01,30.54,280,0.6,6,623.83,1,0
TEL-10722,2026-02,39.79,190,1.2,6,658.28,1,0
TEL-10722,2026-03,51.62,222,1.2,10,618.82,3,0
TEL-10722,2026-04,42.34,199,0.2,9,764.87,4,0
TEL-10722,2026-05,58.81,122,0,6,735.16,2,0
TEL-10722,2026-06,44.81,210,0,7,536.81,1,0
TEL-10723,2026-01,16.65,165,1.2,14,151.05,3,0
TEL-10723,2026-02,11.64,139,0.8,15,156.42,2,0
TEL-10723,2026-03,13.43,149,1.1,18,139.65,3,0
TEL-10723,2026-04,15.13,137,0.3,16,146.57,3,0
TEL-10723,2026-05,14.23,133,1.4,12,158.9,3,0
TEL-10723,2026-06,12.86,140,0.7,18,159.08,4,0
TEL-10724,2026-01,34.17,217,0.1,11,316.59,4,0
TEL-10724,2026-02,35.16,265,1,4,334.11,2,0
TEL-10724,2026-03,36.33,175,1.3,6,303.01,4,0
TEL-10724,2026-04,22.78,286,1.5,7,349.23,2,0
TEL-10724,2026-05,44.18,181,0.5,5,297.99,4,0
TEL-10724,2026-06,32.86,165,0,7,410.35,3,0
TEL-10725,2026-01,25.64,69,2.7,13,387.13,1,0
TEL-10725,2026-02,35.88,239,0.2,11,399.02,2,0
TEL-10725,2026-03,36.08,308,1.6,6,413.73,3,0
TEL-10725,2026-04,30.38,196,0.5,6,435.97,2,0
TEL-10725,2026-05,36.48,192,0.8,6,355.23,3,0
TEL-10725,2026-06,21.66,222,2.8,12,411.76,1,0
TEL-10726,2026-01,1.91,362,11.9,18,363.74,3,0
TEL-10726,2026-02,6.4,341,30.6,9,336.04,1,0
TEL-10726,2026-03,0.33,72,2809.8,10,319.2,1,0
TEL-10726,2026-04,0.2,112,2558.3,4,323.21,3,0
TEL-10726,2026-05,0.07,36,1931.8,11,338.88,4,0
TEL-10726,2026-06,0.12,35,2888.3,11,250.3,1,0
TEL-10727,2026-01,10.07,276,1.8,12,217.11,2,0
TEL-10727,2026-02,8.04,151,0.1,18,180.4,4,0
TEL-10727,2026-03,16.51,236,0.2,18,210.05,4,0
TEL-10727,2026-04,12.7,289,0.4,13,172.32,1,0
TEL-10727,2026-05,17.74,123,0.1,17,214.69,4,0
TEL-10727,2026-06,16.29,264,0.4,19,213.78,1,0
TEL-10728,2026-01,2.9,891,0.2,40,232.5,2,0
TEL-10728,2026-02,1.94,368,0.8,31,195.4,2,0
TEL-10728,2026-03,2.64,809,2.6,44,221.44,1,0
TEL-10728,2026-04,2.54,500,0.7,48,192.97,3,0
TEL-10728,2026-05,2.62,535,1.1,43,222.28,4,0
TEL-10728,2026-06,3.57,712,0.1,35,257.75,3,0
TEL-10729,2026-01,7.84,66,1.1,1,203.98,4,0
TEL-10729,2026-02,12.1,114,1.6,1,234.97,3,0
TEL-10729,2026-03,10.6,65,1.6,2,215.37,2,0
TEL-10729,2026-04,13.74,107,0.2,1,259.6,2,0
TEL-10729,2026-05,12.84,102,1.1,0,242.97,4,0
TEL-10729,2026-06,9.04,70,0.1,0,259.29,4,0
TEL-10730,2026-01,4.85,83,12.2,7,518.72,2,0
TEL-10730,2026-02,6.56,84,27.8,6,551.43,1,0
TEL-10730,2026-03,5.95,101,21.7,7,521.5,1,0
TEL-10730,2026-04,5.76,120,10.6,12,480.69,2,0
TEL-10730,2026-05,3.73,103,3,4,532.76,4,0
TEL-10730,2026-06,3.85,76,0.3,7,503.07,2,0
TEL-10731,2026-01,20.67,180,0.3,6,495.36,4,0
TEL-10731,2026-02,19.84,264,0.7,6,481.28,4,0
TEL-10731,2026-03,24.47,335,1.1,4,547.5,3,0
TEL-10731,2026-04,15.28,389,2.7,4,0,3,0
TEL-10731,2026-05,24.37,381,0.1,7,504.82,3,0
TEL-10731,2026-06,18.34,278,0,3,579.37,3,0
TEL-10732,2026-01,5.57,75,0.2,4,158,3,0
TEL-10732,2026-02,6.21,114,0.7,5,161.79,1,0
TEL-10732,2026-03,4.95,50,1.5,7,184.01,4,0
TEL-10732,2026-04,4.17,116,0.1,7,153.83,4,0
TEL-10732,2026-05,3.38,62,0.6,8,136.16,4,0
TEL-10732,2026-06,4.88,103,1.2,4,159.94,2,0
TEL-10733,2026-01,2.04,677,0.4,45,138.74,4,0
TEL-10733,2026-02,2.95,784,1.2,64,134.4,2,0
TEL-10733,2026-03,2.48,413,1.1,38,132.86,1,0
TEL-10733,2026-04,2.72,801,1.9,47,119.05,2,0
TEL-10733,2026-05,2.69,854,2.5,32,133.32,1,0
TEL-10733,2026-06,2.61,367,0,40,104.17,1,0
TEL-10734,2026-01,3.8,186,0.9,8,181.92,2,0
TEL-10734,2026-02,4.87,103,0.2,6,276.39,2,0
TEL-10734,2026-03,5.25,155,0.6,9,238.08,3,0
TEL-10734,2026-04,3.56,159,0.1,12,212.3,1,0
TEL-10734,2026-05,4.19,172,0.9,7,220.9,3,0
TEL-10734,2026-06,5.29,81,0.1,12,256.51,2,0
TEL-10735,2026-01,36.48,201,0.7,5,439.54,4,0
TEL-10735,2026-02,39.51,176,1.7,3,516.55,1,0
TEL-10735,2026-03,34.13,166,1.5,3,530.91,1,0
TEL-10735,2026-04,35.44,112,0.5,2,405.36,2,0
TEL-10735,2026-05,36.29,155,1.6,2,458.08,3,0
TEL-10735,2026-06,28.64,110,0.1,4,503.92,3,0
TEL-10736,2026-01,29.93,156,0.3,8,476.69,4,0
TEL-10736,2026-02,40.14,216,0.1,10,441.45,3,0
TEL-10736,2026-03,43.86,228,1,9,481.28,1,0
TEL-10736,2026-04,29.95,277,0.1,6,403.22,1,0
TEL-10736,2026-05,28.78,267,0.6,11,429.26,1,0
TEL-10736,2026-06,43.91,411,0.8,14,461.65,3,0
TEL-10737,2026-01,22.59,277,0.4,10,355.54,4,0
TEL-10737,2026-02,14.09,303,0.5,19,436.74,2,0
TEL-10737,2026-03,18.75,250,0.4,15,425.16,2,0
TEL-10737,2026-04,20.91,243,0.8,14,364.21,2,0
TEL-10737,2026-05,12.13,210,0.9,13,340.93,2,0
TEL-10737,2026-06,19.42,319,1.5,18,387.82,1,0
TEL-10738,2026-01,18.15,553,0,6,333.57,3,0
TEL-10738,2026-02,13.72,331,0,12,290.45,3,0
TEL-10738,2026-03,0.22,47,1925.7,17,330.61,2,0
TEL-10738,2026-04,0.15,87,2451.2,14,328.37,2,0
TEL-10738,2026-05,0.2,73,2388.1,10,314.51,2,0
TEL-10738,2026-06,0.29,74,2503.8,12,331.52,4,0
TEL-10739,2026-01,3.58,184,1.3,5,152.75,4,0
TEL-10739,2026-02,6.94,216,0.5,6,130.61,1,0
TEL-10739,2026-03,4.54,148,1.5,6,152.92,3,0
TEL-10739,2026-04,4.55,119,0.1,7,146.04,2,0
TEL-10739,2026-05,4.97,142,0.3,7,148.18,4,0
TEL-10739,2026-06,4.86,189,0.3,4,130.79,3,0
TEL-10740,2026-01,3.98,87,0.3,16,123.41,2,0
TEL-10740,2026-02,4,79,1,5,97.04,4,0
TEL-10740,2026-03,4.4,81,0.2,7,127.47,2,0
TEL-10740,2026-04,3.21,109,0.3,12,113.03,1,0
TEL-10740,2026-05,2.95,108,0.1,7,116.88,2,0
TEL-10740,2026-06,4.41,64,0,16,83.66,4,0
TEL-10741,2026-01,2.38,338,1.5,28,156.38,2,0
TEL-10741,2026-02,2.02,321,0.2,25,119.15,4,0
TEL-10741,2026-03,1.67,177,1,40,136.01,1,0
TEL-10741,2026-04,3,378,0.3,35,150.8,2,0
TEL-10741,2026-05,2.65,350,0.1,36,164.68,2,0
TEL-10741,2026-06,2.39,79,0.7,32,140.93,2,0
TEL-10742,2026-01,43.37,215,3.5,7,573.43,3,0
TEL-10742,2026-02,38.88,253,0.1,6,571.23,1,0
TEL-10742,2026-03,29.42,192,1.9,4,494.68,3,0
TEL-10742,2026-04,25.13,327,1.3,10,732.1,2,0
TEL-10742,2026-05,16.62,273,1.5,8,775.57,2,0
TEL-10742,2026-06,39.54,317,0.5,6,674.8,2,0
TEL-10743,2026-01,28.2,331,1.5,8,508.24,1,0
TEL-10743,2026-02,43.58,414,0.4,5,371.59,1,0
TEL-10743,2026-03,33.62,107,0.4,9,449.44,1,0
TEL-10743,2026-04,38.2,247,0.5,7,387.11,3,0
TEL-10743,2026-05,26.82,245,0.2,10,431.47,3,0
TEL-10743,2026-06,27.23,336,0.9,6,430,4,0
TEL-10744,2026-01,18.19,518,0.2,18,378.97,2,0
TEL-10744,2026-02,12.49,466,1.9,27,338.48,1,0
TEL-10744,2026-03,23.42,550,0,32,359.97,3,0
TEL-10744,2026-04,19.25,244,0,25,310.18,1,0
TEL-10744,2026-05,21.48,299,1.1,22,374.75,1,0
TEL-10744,2026-06,18.6,273,0.2,21,352.55,2,0
TEL-10745,2026-01,21.49,331,21.1,14,491.07,4,0
TEL-10745,2026-02,22.03,481,4.5,17,637.17,2,0
TEL-10745,2026-03,26.27,276,6.9,21,591.96,1,0
TEL-10745,2026-04,31.28,407,31.1,12,513.65,3,0
TEL-10745,2026-05,15.62,358,16.8,13,558.69,3,0
TEL-10745,2026-06,20.58,405,13.6,14,591.53,1,0
TEL-10746,2026-01,22.92,591,0.3,17,255.93,4,0
TEL-10746,2026-02,15.19,306,0,19,324.9,3,0
TEL-10746,2026-03,22.17,485,0.2,24,306.89,3,0
TEL-10746,2026-04,25.51,212,0.2,21,391.82,3,0
TEL-10746,2026-05,23,526,0.5,17,302.25,3,0
TEL-10746,2026-06,20.19,393,0.8,14,376.71,3,0
TEL-10747,2026-01,2.21,385,0,33,192.38,1,0
TEL-10747,2026-02,2.1,375,0.9,54,215.18,1,0
TEL-10747,2026-03,3.72,356,2.3,32,200.57,2,0
TEL-10747,2026-04,2.34,324,3.2,25,206.95,3,0
TEL-10747,2026-05,2.47,377,0.1,30,200.62,2,0
TEL-10747,2026-06,2.57,263,0.4,28,226.83,2,0
TEL-10748,2026-01,4.71,84,0.3,3,126.96,4,0
TEL-10748,2026-02,1.68,127,0.5,4,154.12,2,0
TEL-10748,2026-03,5.61,160,1.2,6,165.12,1,0
TEL-10748,2026-04,3.98,145,0.2,3,135.1,4,0
TEL-10748,2026-05,4.25,144,0.4,2,168.7,2,0
TEL-10748,2026-06,3.92,128,0.4,7,138.95,3,0
TEL-10749,2026-01,3.91,566,0.1,23,256.84,3,0
TEL-10749,2026-02,2.43,618,0.2,35,274.9,4,0
TEL-10749,2026-03,3.45,646,0.2,22,246.42,3,0
TEL-10749,2026-04,2.46,909,0.2,26,242.81,3,0
TEL-10749,2026-05,2.4,448,1.6,21,225.99,3,0
TEL-10749,2026-06,2.67,908,2.3,35,263.54,3,0
TEL-10750,2026-01,5.08,201,12.5,15,364.96,3,0
TEL-10750,2026-02,3.39,195,6.8,10,397.44,4,0
TEL-10750,2026-03,3.81,168,38.3,12,410.84,4,0
TEL-10750,2026-04,4.02,117,13,10,528.8,2,0
TEL-10750,2026-05,3.94,135,5.2,13,412.04,3,0
TEL-10750,2026-06,1.99,170,8.4,14,405.62,4,0
TEL-10751,2026-01,16.67,458,0.9,12,328.85,3,0
TEL-10751,2026-02,15.98,522,0.4,19,317.8,4,0
TEL-10751,2026-03,12.67,282,0.3,16,359.07,1,0
TEL-10751,2026-04,22.02,478,1.5,17,355.7,3,0
TEL-10751,2026-05,17.04,627,0.3,10,365.36,2,0
TEL-10751,2026-06,12.93,415,0.2,5,324.93,4,0
TEL-10752,2026-01,3.25,102,0.3,11,99.91,1,0
TEL-10752,2026-02,2.02,92,3,7,106.09,4,0
TEL-10752,2026-03,2.5,102,0.4,5,82.03,1,0
TEL-10752,2026-04,4.49,146,1.3,12,120.32,4,0
TEL-10752,2026-05,3.96,136,0.7,11,110.52,4,0
TEL-10752,2026-06,4.55,101,0.6,7,97.37,3,0
TEL-10753,2026-01,1.61,581,0.5,33,232.81,3,0
TEL-10753,2026-02,0.9,505,0,34,219.12,1,0
TEL-10753,2026-03,1.61,330,0.1,36,227.64,2,0
TEL-10753,2026-04,2.5,469,0.2,32,245.2,1,0
TEL-10753,2026-05,2.41,536,0.3,30,229.7,3,0
TEL-10753,2026-06,1.44,671,0.6,34,226.9,4,0
TEL-10754,2026-01,11.04,314,0.6,14,254.52,4,0
TEL-10754,2026-02,11.15,366,0.2,16,228.08,2,0
TEL-10754,2026-03,12.59,161,0.6,13,248.92,2,0
TEL-10754,2026-04,12.25,335,1,13,254,4,0
TEL-10754,2026-05,10.66,328,0.3,15,240.8,2,0
TEL-10754,2026-06,11.68,239,1.1,22,238.15,1,0
TEL-10755,2026-01,3.16,171,1,4,276.79,1,0
TEL-10755,2026-02,1.88,126,0.4,5,277.02,1,0
TEL-10755,2026-03,3.84,142,0.3,4,287.78,1,0
TEL-10755,2026-04,3.29,194,0.2,8,282.37,3,0
TEL-10755,2026-05,3.5,89,0.5,3,283.62,2,0
TEL-10755,2026-06,3.86,179,0.2,5,312.68,2,0
TEL-10756,2026-01,24.06,225,2.9,6,603.71,4,0
TEL-10756,2026-02,29.58,316,1,7,441.76,4,0
TEL-10756,2026-03,37.35,256,1.3,7,482.14,2,0
TEL-10756,2026-04,38,311,1.1,4,541.92,4,0
TEL-10756,2026-05,29.13,276,1.7,5,524.37,1,0
TEL-10756,2026-06,23.38,298,0.5,11,499.74,1,0
TEL-10757,2026-01,4.68,110,6.9,7,403,2,0
TEL-10757,2026-02,6.29,129,30,10,402.72,3,0
TEL-10757,2026-03,6.21,132,5.9,8,434.74,4,0
TEL-10757,2026-04,5.27,114,1.1,15,379.94,1,0
TEL-10757,2026-05,4.66,138,16.1,9,382.79,4,0
TEL-10757,2026-06,3.7,104,20.7,5,499.98,3,0
TEL-10758,2026-01,4.9,143,1,13,185.13,3,0
TEL-10758,2026-02,6.5,162,0.4,8,224.23,2,0
TEL-10758,2026-03,1.91,217,1.1,9,234.72,1,0
TEL-10758,2026-04,4.28,136,1.2,10,165.27,3,0
TEL-10758,2026-05,5.19,79,0.7,7,237.6,2,0
TEL-10758,2026-06,5.74,240,1,11,227.95,3,0
TEL-10759,2026-01,3.03,190,0.9,28,166.32,2,0
TEL-10759,2026-02,2.55,74,0.4,22,166.53,1,0
TEL-10759,2026-03,4.25,241,0.3,27,188.33,3,0
TEL-10759,2026-04,3.24,126,0.2,18,152.71,2,0
TEL-10759,2026-05,2.83,184,0.2,22,167.78,4,0
TEL-10759,2026-06,2.55,177,0,33,193.96,4,0
TEL-10760,2026-01,4.11,718,0,27,175.07,1,0
TEL-10760,2026-02,4.5,745,0,23,216.95,2,0
TEL-10760,2026-03,3.76,839,0.3,36,157.76,4,0
TEL-10760,2026-04,3.39,628,0.4,35,228.23,1,0
TEL-10760,2026-05,4.76,535,0.5,26,194.98,3,0
TEL-10760,2026-06,4.06,576,0.5,28,216.35,3,0
TEL-10761,2026-01,2.96,658,1.3,43,317.47,2,0
TEL-10761,2026-02,2.55,819,0.7,37,357.17,2,0
TEL-10761,2026-03,2.47,755,0.4,33,364.55,3,0
TEL-10761,2026-04,2.57,727,0.3,38,329.89,1,0
TEL-10761,2026-05,2.06,535,0.9,34,329.32,4,0
TEL-10761,2026-06,2.41,765,2.7,45,340.79,4,0
TEL-10762,2026-01,2.09,122,0.9,14,161.82,3,0
TEL-10762,2026-02,3.72,81,0,11,143.5,2,0
TEL-10762,2026-03,1.97,110,0.3,13,140.75,4,0
TEL-10762,2026-04,2.4,85,0.1,14,118.54,4,0
TEL-10762,2026-05,2.24,126,0.7,12,129.54,3,0
TEL-10762,2026-06,2.21,59,0.3,12,141.3,3,0
TEL-10763,2026-01,34.01,225,0,8,501.51,2,0
TEL-10763,2026-02,44.56,202,0.5,2,518.21,4,0
TEL-10763,2026-03,0.21,51,1481,5,562.94,1,0
TEL-10763,2026-04,0.37,104,2327.9,8,519.42,4,0
TEL-10763,2026-05,0.34,84,2470.4,3,598.12,1,0
TEL-10763,2026-06,0.14,93,2469.7,1,553.52,3,0
TEL-10764,2026-01,18.43,341,0.1,19,468.29,3,0
TEL-10764,2026-02,26,364,0.2,26,392.83,1,0
TEL-10764,2026-03,15.33,444,2.2,15,520.6,4,0
TEL-10764,2026-04,23.2,596,0.3,22,498.84,3,0
TEL-10764,2026-05,13.43,529,0.1,11,384.72,1,0
TEL-10764,2026-06,10.13,443,0.7,8,481.2,3,0
TEL-10765,2026-01,25.92,307,1.5,18,405.19,3,0
TEL-10765,2026-02,21.53,257,0.3,21,372.29,3,0
TEL-10765,2026-03,27.9,212,1.7,12,393.29,1,0
TEL-10765,2026-04,24.34,226,0.8,20,448.71,1,0
TEL-10765,2026-05,20.23,358,0.2,9,353.74,2,0
TEL-10765,2026-06,26.93,153,1.6,18,386.2,1,0
TEL-10766,2026-01,3.35,95,1,7,183.5,4,0
TEL-10766,2026-02,3.55,87,0.8,8,212.54,2,0
TEL-10766,2026-03,3.88,74,0.4,10,180.94,1,0
TEL-10766,2026-04,3.97,83,0.2,11,215.57,4,0
TEL-10766,2026-05,4,111,2,8,208.1,4,0
TEL-10766,2026-06,1.58,90,0.3,10,171.14,2,0
TEL-10767,2026-01,31.46,266,0.8,1,543.61,3,0
TEL-10767,2026-02,44.68,278,0.1,2,535.79,3,0
TEL-10767,2026-03,39.79,167,0.1,5,553.43,4,0
TEL-10767,2026-04,34.36,214,1.3,5,392.28,4,0
TEL-10767,2026-05,49.76,420,0.4,1,462.7,1,0
TEL-10767,2026-06,57.84,364,0.8,4,518.93,2,0
TEL-10768,2026-01,31.34,268,0.8,16,461.23,3,0
TEL-10768,2026-02,41.63,158,2.5,4,460.62,1,0
TEL-10768,2026-03,33.75,242,0.8,11,402.57,2,0
TEL-10768,2026-04,33.08,233,0.3,11,417.2,2,0
TEL-10768,2026-05,41.87,212,0.3,11,430.27,4,0
TEL-10768,2026-06,32.32,331,1.6,5,428.15,3,0
TEL-10769,2026-01,22.55,377,0.1,8,403.15,4,0
TEL-10769,2026-02,14.64,449,0.2,21,384.79,2,0
TEL-10769,2026-03,12.44,360,1.1,20,416.19,1,0
TEL-10769,2026-04,18.67,282,0.4,10,368.46,1,0
TEL-10769,2026-05,19.1,372,0.4,16,382.52,2,0
TEL-10769,2026-06,12.28,319,0.8,13,426.35,1,0
TEL-10770,2026-01,1.78,204,0.1,10,205.82,1,0
TEL-10770,2026-02,2.17,155,0.3,5,158.57,3,0
TEL-10770,2026-03,2.01,176,0.1,9,181.45,4,0
TEL-10770,2026-04,2.59,195,0.5,6,168.91,3,0
TEL-10770,2026-05,1.86,199,0.4,8,180.52,3,0
TEL-10770,2026-06,3.29,125,2.3,10,174.55,3,0
TEL-10771,2026-01,3.06,577,0.4,29,241.39,4,0
TEL-10771,2026-02,3.86,549,0.2,29,287.02,2,0
TEL-10771,2026-03,3.15,470,1,29,297.61,2,0
TEL-10771,2026-04,3.91,461,0.6,28,282.31,1,0
TEL-10771,2026-05,3.74,495,1,45,333.78,2,0
TEL-10771,2026-06,5.65,432,1.3,34,289.27,2,0
