customer_id,region,plan_type,contract_type,tenure_months,age,device_type,autopay_flag,intl_pack_flag,avg_monthly_gb,avg_voice_min,avg_sms,monthly_charges,total_charges,complaints_6m,avg_resolution_hours,dropped_call_rate,avg_data_speed_mbps,days_since_last_recharge,retention_call_flag,arpu,churn
TEL-10568,North,Postpaid,Annual,11,40.0,Smartphone-Premium,1,0,42.0,213,4,518.61,5935.4,1,26.1,5.12,28.4,2,0,521.21,0
TEL-10569,East,Postpaid,Monthly,11,28.0,Smartphone-Premium,0,0,41.4,191,9,647.35,6748.51,0,0.0,7.0,30.1,10,0,626.81,0
TEL-10570,East,Prepaid,Monthly,1,35.0,Smartphone-Premium,0,1,17.6,303,17,462.15,499.14,1,17.2,6.37,22.4,33,0,509.49,0
TEL-10571,North,Prepaid,Annual,53,31.0,Smartphone-Budget,1,0,18.3,423,12,334.43,19076.36,0,0.0,2.7,28.5,20,0,366.67,0
TEL-10572,South,Prepaid,Monthly,14,18.0,Smartphone-Premium,0,0,2.5,80,13,144.95,2379.83,0,0.0,5.8,35.1,3,0,163.52,0
TEL-10573,East,Postpaid,Annual,44,31.0,Smartphone-Budget,1,0,14.2,286,16,378.7,19212.27,0,0.0,6.5,41.5,4,0,427.91,0
TEL-10574,Central,Postpaid,Monthly,15,28.0,Smartphone-Premium,0,0,34.5,201,9,510.22,8265.01,2,14.6,1.97,12.4,12,0,589.99,0
TEL-10575,North,Postpaid,Two-Year,8,28.0,Smartphone-Budget,1,0,3.3,99,9,244.76,2568.03,2,33.4,1.19,26.6,30,0,323.29,0
TEL-10576,North,Postpaid,Annual,8,28.0,Smartphone-Budget,1,0,1.4,154,8,213.83,1693.61,0,0.0,1.89,26.7,6,0,199.51,1
TEL-10577,West,Prepaid,Annual,3,18.0,Smartphone-Premium,1,0,5.1,177,10,156.32,410.46,1,58.8,1.52,26.9,6,0,139.37,1
TEL-10578,South,Prepaid,Monthly,14,23.0,Smartphone-Premium,0,0,4.2,120,9,164.8,2022.35,0,0.0,4.12,37.9,6,0,153.46,0
TEL-10579,East,Prepaid,Monthly,36,30.0,Feature,0,0,16.3,354,21,323.73,14086.92,0,0.0,3.44,14.2,37,0,374.71,0
TEL-10580,South,Prepaid,Annual,17,22.0,Smartphone-Budget,0,0,2.1,184,12,139.5,1845.03,1,10.7,4.3,39.2,24,0,109.68,0
TEL-10581,South,Postpaid,Annual,16,29.0,Smartphone-Budget,0,0,28.8,159,8,469.46,8342.66,0,0.0,1.95,18.1,11,0,529.5,0
TEL-10582,East,Prepaid,Monthly,5,34.0,Smartphone-Budget,0,0,3.4,171,9,162.82,737.93,0,0.0,1.47,29.6,3,1,136.66,1
TEL-10583,West,Prepaid,Monthly,11,28.0,Smartphone-Premium,0,0,31.4,156,5,381.41,4173.15,1,5.6,3.1,19.1,10,0,385.7,0
TEL-10584,West,Prepaid,Monthly,37,63.0,Feature,0,0,3.0,442,38,160.36,5284.46,0,0.0,2.35,15.8,25,0,141.92,0
TEL-10585,Central,Prepaid,Monthly,56,54.0,Smartphone-Budget,0,0,12.8,157,12,215.26,14689.26,1,15.7,2.72,10.0,6,0,254.49,0
TEL-10586,East,Prepaid,Monthly,15,31.0,Smartphone-Budget,0,0,25.7,443,14,351.84,5999.36,0,0.0,0.8,38.4,34,0,374.8,0
TEL-10587,South,Prepaid,Monthly,28,51.0,Smartphone-Budget,0,0,21.4,385,21,339.5,11348.46,1,22.9,7.43,25.5,21,0,392.06,0
TEL-10588,East,Prepaid,Monthly,1,26.0,Smartphone-Budget,0,1,28.3,197,1,528.72,624.84,1,31.6,6.54,15.8,26,1,624.54,1
TEL-10589,East,Prepaid,Monthly,18,32.0,Smartphone-Premium,0,0,6.2,127,5,219.33,3359.68,2,92.4,0.84,35.1,11,0,189.45,0
TEL-10590,Central,Prepaid,Monthly,56,63.0,Feature,0,0,1.6,740,29,218.05,11598.33,0,0.0,3.86,22.9,5,0,216.81,0
TEL-10591,South,Prepaid,Monthly,1,62.0,Feature,0,0,1.7,274,31,155.73,242.51,1,17.0,3.49,20.3,17,0,243.29,0
TEL-10592,North,Prepaid,Monthly,22,54.0,Feature,0,0,1.4,552,34,181.25,3622.15,1,11.2,1.17,28.8,13,0,162.0,0
TEL-10593,East,Postpaid,Two-Year,32,42.0,Smartphone-Budget,0,1,17.2,379,13,572.12,29335.91,0,0.0,1.87,17.8,4,0,918.95,0
TEL-10594,South,Prepaid,Monthly,14,34.0,Smartphone-Premium,0,1,2.1,139,9,256.86,4301.42,2,19.4,2.09,47.2,10,0,293.02,0
TEL-10595,North,Prepaid,Monthly,17,26.0,Smartphone-Premium,0,0,8.9,247,7,181.82,3032.05,0,0.0,3.15,21.8,15,1,184.41,0
TEL-10596,South,Prepaid,Monthly,60,36.0,Smartphone-Budget,0,0,14.2,277,23,241.69,17431.07,1,15.8,2.28,12.7,5,0,290.48,0
TEL-10597,North,Postpaid,Monthly,7,34.0,Smartphone-Budget,0,0,3.9,247,10,324.55,2090.3,1,8.7,3.34,14.6,26,0,294.62,0
TEL-10598,North,Postpaid,Annual,11,42.0,Smartphone-Premium,1,0,3.5,185,17,305.72,4420.74,2,32.1,3.35,27.2,18,0,396.69,0
TEL-10599,North,Postpaid,Two-Year,45,40.0,Feature,1,0,3.8,620,26,318.37,16287.13,0,0.0,3.26,10.4,10,0,356.7,0
TEL-10600,West,Postpaid,Monthly,19,31.0,Smartphone-Budget,0,1,2.7,111,17,404.51,8026.64,1,18.9,0.42,37.9,4,0,453.85,0
TEL-10601,West,Postpaid,Monthly,46,65.0,Smartphone-Budget,0,0,2.6,487,27,335.73,15519.25,0,0.0,3.42,25.7,8,0,338.58,0
TEL-10602,West,Prepaid,Monthly,61,35.0,Smartphone-Budget,0,0,8.7,432,13,197.51,15751.55,1,49.9,6.98,36.2,8,1,260.81,1
TEL-10603,West,Postpaid,Annual,39,35.0,Smartphone-Premium,0,0,15.4,198,13,354.2,14097.47,0,0.0,0.98,20.4,12,0,381.69,0
TEL-10604,North,Postpaid,Monthly,8,21.0,Smartphone-Budget,0,0,3.6,111,8,350.72,2611.51,1,20.4,1.82,18.2,13,1,344.69,1
TEL-10605,Central,Prepaid,Monthly,11,42.0,Smartphone-Budget,0,0,3.6,147,14,181.07,2068.95,2,20.7,2.74,22.9,15,0,198.03,0
TEL-10606,West,Prepaid,Monthly,11,33.0,Smartphone-Budget,0,0,4.9,169,12,220.18,2749.77,2,32.5,0.6,28.6,14,0,245.78,1
TEL-10607,East,Postpaid,Monthly,14,50.0,Smartphone-Premium,1,0,2.5,95,7,297.7,4329.94,2,39.9,1.21,36.4,14,1,323.89,1
TEL-10608,East,Postpaid,Monthly,7,24.0,Feature,0,0,2.5,164,8,186.19,1487.89,2,20.3,0.34,32.3,7,0,209.98,0
TEL-10609,South,Prepaid,Annual,22,22.0,Smartphone-Premium,1,0,37.4,183,3,444.79,10852.5,0,0.0,0.47,26.6,35,0,513.29,0
TEL-10610,East,Prepaid,Monthly,8,37.0,Smartphone-Budget,1,0,2.9,85,6,119.39,920.9,0,0.0,0.74,20.6,5,0,118.5,0
TEL-10611,North,Postpaid,Two-Year,25,59.0,Feature,0,0,1.4,454,42,346.29,8261.55,0,0.0,1.65,26.6,7,0,330.9,0
TEL-10612,West,Prepaid,Monthly,72,50.0,Smartphone-Premium,0,1,15.8,307,11,402.16,33598.55,0,0.0,0.98,18.3,7,0,467.61,0
TEL-10613,Central,Postpaid,Annual,4,37.0,Smartphone-Budget,0,1,4.9,91,7,393.82,1974.31,1,6.4,1.24,22.6,16,1,497.32,1
TEL-10614,West,Postpaid,Two-Year,32,40.0,Smartphone-Budget,1,0,17.6,363,15,373.55,17866.66,1,4.1,0.91,37.5,10,0,565.77,0
TEL-10615,North,Postpaid,Annual,6,31.0,Smartphone-Premium,1,0,36.9,190,5,566.9,3966.4,0,0.0,7.95,37.3,3,0,657.89,0
TEL-10616,West,Prepaid,Annual,15,34.0,Smartphone-Premium,0,0,24.4,81,4,256.42,3936.8,1,40.4,1.13,43.4,6,0,271.16,0
TEL-10617,South,Prepaid,Monthly,10,18.0,Smartphone-Premium,0,0,6.3,185,6,158.7,1729.66,1,40.6,2.32,32.5,6,1,168.91,0
TEL-10618,North,Postpaid,Monthly,52,52.0,Smartphone-Budget,1,0,2.3,724,40,326.66,24717.06,0,0.0,4.0,25.8,12,0,452.86,0
TEL-10619,West,Postpaid,Annual,11,27.0,Feature,1,1,6.8,171,5,407.84,5804.22,2,46.0,0.5,20.6,10,0,525.7,0
TEL-10620,South,Postpaid,Annual,38,22.0,Smartphone-Premium,1,0,18.7,301,15,454.27,19513.01,0,0.0,3.86,38.4,1,0,484.78,0
TEL-10621,Central,Postpaid,Annual,41,55.0,Feature,1,1,1.7,556,36,386.3,18961.09,0,0.0,6.45,8.8,31,0,444.01,0
TEL-10622,North,Prepaid,Monthly,9,40.0,Smartphone-Premium,0,0,4.4,149,7,117.81,1636.35,0,,0.36,28.1,21,0,176.11,0
TEL-10623,North,Prepaid,Monthly,14,23.0,Smartphone-Premium,0,0,34.8,144,5,438.28,5935.26,2,41.5,2.61,23.1,11,0,434.25,0
TEL-10624,East,Prepaid,Monthly,72,45.0,Smartphone-Budget,0,0,14.0,525,10,289.71,19442.11,1,50.6,1.99,30.9,25,0,271.05,0
TEL-10625,South,Prepaid,Monthly,24,46.0,Smartphone-Budget,1,0,17.7,343,23,271.92,8112.82,0,0.0,3.02,25.7,7,0,344.97,0
TEL-10626,North,Prepaid,Monthly,72,47.0,Feature,0,1,2.7,516,36,297.63,47738.95,0,0.0,6.15,16.2,17,0,574.49,0
TEL-10627,South,Prepaid,Annual,7,30.0,Smartphone-Premium,0,0,3.7,105,9,105.82,655.87,1,107.1,3.35,23.3,6,0,94.54,0
TEL-10628,Central,Prepaid,Monthly,10,19.0,Smartphone-Budget,0,0,5.5,132,8,198.27,1887.61,1,8.3,7.88,5.3,26,1,192.94,1
TEL-10629,Central,Prepaid,Monthly,51,37.0,Smartphone-Premium,0,0,21.4,444,16,330.34,17015.6,0,0.0,2.13,12.5,17,0,326.71,0
TEL-10630,North,Postpaid,Monthly,26,55.0,Smartphone-Premium,1,1,17.4,331,21,613.43,17170.69,0,0.0,2.28,30.3,22,0,616.96,0
TEL-10631,South,Prepaid,Monthly,7,35.0,Smartphone-Budget,1,0,2.8,107,13,157.9,1170.85,0,0.0,2.89,30.0,19,0,169.6,1
TEL-10632,North,Prepaid,Monthly,17,18.0,Smartphone-Premium,0,0,39.6,203,4,467.36,9090.58,0,0.0,0.33,37.2,4,0,528.16,0
TEL-10633,South,Prepaid,Monthly,5,22.0,Feature,0,0,4.7,126,7,156.7,710.16,1,25.2,1.48,28.5,15,1,163.06,1
TEL-10634,East,Prepaid,Monthly,42,60.0,Smartphone-Budget,0,0,1.2,428,25,108.72,4270.55,1,21.2,5.49,25.0,1,1,109.13,1
TEL-10635,North,Prepaid,Monthly,10,36.0,Smartphone-Budget,0,0,2.9,133,11,79.0,892.35,1,63.0,2.17,11.4,9,0,87.93,0
TEL-10636,West,Prepaid,Annual,28,64.0,Smartphone-Budget,0,0,3.1,557,22,137.12,3520.29,0,0.0,4.28,29.8,6,0,132.05,0
TEL-10637,East,Postpaid,Monthly,6,35.0,Smartphone-Premium,0,0,5.2,93,10,285.14,1623.02,1,27.5,4.03,29.3,11,0,278.31,0
TEL-10638,East,Prepaid,Monthly,13,18.0,Smartphone-Premium,0,0,26.2,209,2,343.13,4643.85,1,12.6,5.0,19.6,12,1,358.03,1
TEL-10639,East,Postpaid,Annual,11,24.0,Smartphone-Budget,1,0,4.4,205,13,260.03,3065.15,0,0.0,9.31,22.9,21,0,278.57,0
TEL-10640,East,Prepaid,Monthly,1,63.0,Feature,0,0,2.6,714,36,242.99,355.77,1,7.1,1.59,19.3,12,1,350.1,1
TEL-10641,North,Prepaid,Monthly,21,39.0,Smartphone-Premium,0,1,21.5,233,17,458.03,14717.79,1,22.0,0.97,27.4,6,0,728.07,0
TEL-10642,South,Postpaid,Two-Year,19,26.0,Smartphone-Premium,0,0,37.7,132,4,554.7,10763.25,2,35.6,4.52,39.4,18,0,562.06,1
TEL-10643,West,Prepaid,Monthly,7,18.0,Smartphone-Premium,1,0,35.9,182,3,458.39,3393.73,0,0.0,2.4,36.6,11,1,494.31,1
TEL-10644,North,Prepaid,Monthly,11,32.0,Smartphone-Premium,0,0,2.7,163,10,143.15,1341.74,1,21.6,4.89,14.5,7,1,126.03,1
TEL-10645,South,Postpaid,Two-Year,72,35.0,Smartphone-Budget,0,0,19.6,352,14,367.41,27894.85,3,17.7,1.53,23.4,3,0,390.73,0
TEL-10646,West,Postpaid,Annual,8,18.0,Smartphone-Premium,1,0,36.9,143,4,548.98,4647.26,0,0.0,2.52,29.0,12,0,559.4,0
TEL-10647,North,Postpaid,Monthly,9,27.0,Smartphone-Budget,0,0,4.4,165,10,255.16,2225.54,2,60.2,0.5,41.3,18,0,247.09,0
TEL-10648,Central,Prepaid,Monthly,67,54.0,Smartphone-Premium,0,0,17.5,377,14,295.01,23024.75,1,3.2,3.53,2.9,3,0,345.14,0
TEL-10649,North,Postpaid,Annual,60,56.0,Feature,0,1,1.9,660,28,473.99,34481.59,1,61.4,2.24,26.8,19,0,572.58,0
TEL-10650,Central,Postpaid,Annual,26,62.0,Smartphone-Budget,1,0,22.3,507,28,522.66,12581.5,0,0.0,1.46,18.0,8,0,504.92,0
TEL-10651,South,Prepaid,Monthly,13,31.0,Smartphone-Premium,1,0,33.8,137,3,406.25,5851.92,1,10.6,4.37,27.5,16,0,490.11,0
TEL-10652,South,Prepaid,Monthly,7,29.0,Smartphone-Premium,0,0,3.8,135,13,129.9,1372.95,1,28.6,3.52,25.4,29,1,205.78,1
TEL-10653,South,Prepaid,Monthly,7,36.0,Smartphone-Budget,0,0,46.0,175,3,516.05,3471.02,2,23.7,1.0,32.4,2,0,499.71,0
TEL-10654,East,Prepaid,Monthly,15,25.0,Smartphone-Premium,0,0,24.2,225,9,350.35,5275.52,0,0.0,1.36,22.2,2,0,368.03,0
TEL-10655,South,Prepaid,Monthly,72,51.0,Smartphone-Budget,0,0,1.2,330,39,171.49,13025.97,0,0.0,1.08,44.7,4,0,191.83,0
TEL-10656,South,Prepaid,Monthly,8,67.0,Smartphone-Budget,0,0,2.4,256,39,160.32,1644.16,0,0.0,3.32,33.6,6,0,212.72,0
TEL-10657,South,Prepaid,Monthly,18,22.0,Smartphone-Premium,0,0,23.8,262,10,312.77,5542.99,0,0.0,4.48,24.4,4,1,321.28,1
TEL-10658,South,Prepaid,Monthly,57,39.0,Smartphone-Budget,0,0,15.4,314,11,260.04,15823.68,0,0.0,2.4,43.0,7,0,284.52,0
TEL-10659,North,Postpaid,Two-Year,65,65.0,Feature,1,0,3.2,344,36,275.71,23919.15,0,0.0,1.54,27.2,16,0,366.06,0
TEL-10660,East,Prepaid,Monthly,23,39.0,Feature,0,0,21.4,424,18,338.57,8004.22,0,0.0,4.31,23.5,14,0,353.2,0
TEL-10661,North,Prepaid,Monthly,22,60.0,Smartphone-Budget,1,0,1.8,458,42,85.42,2742.7,0,0.0,3.17,27.4,32,0,128.39,0
TEL-10662,East,Postpaid,Monthly,12,18.0,Smartphone-Premium,1,0,3.3,176,7,187.19,2105.97,2,4.1,6.05,24.9,6,1,166.07,1
TEL-10663,East,Prepaid,Monthly,43,63.0,Smartphone-Budget,0,0,1.4,532,31,174.57,7542.43,2,28.3,4.71,25.2,11,1,181.83,1
TEL-10664,South,Postpaid,Annual,4,28.0,Smartphone-Budget,1,0,5.2,133,11,292.04,1371.22,2,15.5,1.62,27.5,13,0,329.71,0
TEL-10665,Central,Prepaid,Monthly,15,21.0,Smartphone-Premium,0,0,2.3,119,8,118.16,1732.82,1,15.2,0.8,20.1,7,0,121.27,0
TEL-10666,North,Prepaid,Monthly,21,62.0,Smartphone-Budget,0,0,2.6,710,28,241.69,5726.4,0,0.0,3.45,17.9,11,0,254.58,0
TEL-10667,South,Postpaid,Monthly,5,18.0,Smartphone-Budget,0,0,5.8,134,6,248.0,1413.74,1,3.2,4.16,24.1,5,0,273.76,0
TEL-10668,South,Postpaid,Annual,55,54.0,Smartphone-Budget,0,0,4.1,362,36,287.51,14215.3,1,12.3,0.61,19.8,13,0,253.56,0
TEL-10669,West,Prepaid,Monthly,49,53.0,Feature,0,1,2.7,510,35,299.72,28661.85,0,0.0,1.96,32.1,7,0,585.96,0
TEL-10670,North,Prepaid,Annual,18,32.0,Smartphone-Premium,0,0,52.8,83,7,578.9,10453.93,1,27.4,3.79,,3,0,609.53,0
TEL-10671,South,Prepaid,Monthly,16,50.0,Smartphone-Budget,0,0,1.2,432,41,101.29,1855.94,1,42.8,1.88,18.4,1,1,113.9,1
TEL-10672,West,Prepaid,Monthly,2,26.0,Smartphone-Premium,0,1,5.0,179,5,251.17,788.93,0,0.0,2.75,29.9,3,0,393.74,0
TEL-10673,West,Postpaid,Two-Year,61,50.0,Smartphone-Budget,0,0,3.2,507,40,321.69,19556.02,0,0.0,2.53,37.2,23,0,328.78,0
TEL-10674,North,Prepaid,Monthly,1,36.0,Smartphone-Budget,0,0,1.3,657,28,222.68,193.24,2,30.5,0.72,26.2,16,1,194.43,1
TEL-10675,North,Prepaid,Monthly,61,55.0,Smartphone-Budget,0,0,2.4,562,40,170.26,13048.21,1,3.2,1.27,30.0,11,0,220.94,0
TEL-10676,Central,Prepaid,Monthly,16,29.0,Smartphone-Budget,0,0,4.5,177,13,120.01,2265.22,0,0.0,5.79,18.4,17,0,138.92,0
TEL-10677,South,Prepaid,Monthly,53,31.0,Smartphone-Budget,0,0,15.1,315,12,279.16,11952.78,3,37.0,2.86,39.5,6,0,235.82,0
TEL-10678,Central,Prepaid,Monthly,22,18.0,Smartphone-Budget,0,0,29.3,264,7,383.08,8913.4,1,14.2,5.78,21.6,35,0,386.28,1
TEL-10679,West,Prepaid,Monthly,29,44.0,Smartphone-Premium,0,0,15.8,311,12,291.19,7885.58,1,49.9,1.88,37.0,1,0,272.15,0
TEL-10680,South,Postpaid,Monthly,10,25.0,Smartphone-Budget,0,0,5.2,148,8,266.26,2932.22,0,0.0,0.78,24.3,29,1,269.86,1
TEL-10681,West,Postpaid,Two-Year,29,38.0,Smartphone-Premium,0,0,20.5,381,16,428.81,12639.01,2,7.8,1.75,28.8,11,0,420.84,0
TEL-10682,West,Prepaid,Monthly,10,23.0,Feature,0,0,4.2,124,11,188.49,1604.25,2,30.0,3.46,19.3,22,1,157.35,1
TEL-10683,East,Prepaid,Monthly,39,52.0,Feature,0,0,3.1,758,43,231.73,9976.86,2,21.3,0.19,30.7,20,0,244.75,0
TEL-10684,North,Prepaid,Monthly,14,20.0,Feature,0,0,3.8,168,11,127.5,2982.15,0,0.0,4.95,26.1,9,0,189.34,0
TEL-10685,South,Postpaid,Monthly,10,32.0,Smartphone-Premium,1,0,27.3,244,5,480.8,4869.87,1,2.4,4.49,26.3,7,1,478.5,1
TEL-10686,West,Prepaid,Monthly,4,32.0,Smartphone-Budget,0,0,5.2,154,8,148.0,584.16,1,15.8,3.64,21.0,16,0,147.46,0
TEL-10687,West,Prepaid,Monthly,46,43.0,Smartphone-Budget,0,0,14.1,242,10,234.35,12161.17,1,12.0,4.12,29.1,7,0,266.36,0
TEL-10688,North,Prepaid,Monthly,42,28.0,Feature,0,0,17.7,314,15,305.9,14928.72,1,26.7,2.1,41.0,47,1,357.19,1
TEL-10689,East,Postpaid,Annual,1,31.0,Feature,1,1,19.3,566,16,548.24,791.36,0,0.0,0.16,31.9,13,0,766.66,0
TEL-10690,South,Prepaid,Monthly,72,59.0,Feature,0,0,2.9,767,28,156.2,9544.7,1,29.8,4.95,22.1,7,0,127.64,0
TEL-10691,Central,Prepaid,Monthly,28,39.0,Smartphone-Premium,0,1,12.9,209,14,373.21,11768.76,0,0.0,0.59,15.5,2,0,455.69,0
TEL-10692,South,Prepaid,Monthly,19,36.0,Smartphone-Premium,0,0,39.9,189,3,458.23,8517.71,2,14.9,4.78,16.8,9,0,452.43,0
TEL-10693,South,Prepaid,Annual,24,37.0,Smartphone-Premium,0,0,33.0,219,6,437.64,10613.62,2,20.0,2.79,35.5,24,1,427.79,1
TEL-10694,West,Prepaid,Monthly,9,43.0,Smartphone-Premium,0,0,2.8,181,7,142.63,1621.05,1,9.5,4.78,30.0,2,0,172.01,0
TEL-10695,Central,Prepaid,Monthly,10,18.0,Smartphone-Budget,0,0,4.7,187,14,163.57,1814.36,0,0.0,3.61,12.7,7,1,179.01,1
TEL-10696,West,Postpaid,Monthly,38,45.0,Feature,0,0,3.5,433,40,331.31,11744.24,1,44.1,2.91,30.4,6,0,316.01,0
TEL-10697,West,Prepaid,Monthly,8,18.0,Smartphone-Budget,0,0,3.8,148,7,102.48,1992.68,0,0.0,3.68,27.8,12,1,252.81,1
TEL-10698,North,Prepaid,Monthly,6,19.0,Smartphone-Budget,0,0,3.3,246,5,138.65,1083.77,1,9.0,0.96,37.8,7,0,187.13,0
TEL-10699,South,Prepaid,Monthly,13,21.0,Smartphone-Budget,0,0,6.4,190,8,186.01,3091.43,1,80.8,3.22,32.1,18,1,232.79,1
TEL-10700,North,Prepaid,Monthly,9,35.0,Smartphone-Premium,0,0,1.0,220,11,120.2,814.92,1,17.9,2.05,30.5,14,0,90.76,0
TEL-10701,East,Postpaid,Monthly,60,68.0,Feature,0,0,2.2,230,27,321.75,21427.41,1,33.4,7.56,15.9,3,1,326.26,1
TEL-10702,East,Postpaid,Monthly,45,42.0,Smartphone-Budget,1,0,13.7,316,18,371.49,17139.16,0,0.0,0.55,27.1,7,0,370.96,0
TEL-10703,West,Prepaid,Monthly,12,30.0,Smartphone-Premium,0,0,21.3,190,6,308.64,5274.62,2,49.4,0.3,21.6,10,0,430.71,0
TEL-10704,South,Prepaid,Monthly,41,42.0,Smartphone-Premium,1,0,28.1,318,15,386.66,20045.14,1,43.1,4.09,16.1,15,0,488.91,0
TEL-10705,East,Postpaid,Annual,12,29.0,Smartphone-Budget,0,0,5.9,133,8,234.87,2465.1,3,16.6,1.6,13.6,3,0,200.17,0
TEL-10706,Central,Prepaid,Monthly,8,22.0,Smartphone-Premium,0,0,27.8,253,7,337.86,2529.45,1,5.7,0.73,20.2,12,0,332.59,0
TEL-10707,Central,Postpaid,Monthly,9,28.0,Smartphone-Premium,1,0,3.1,142,8,293.83,2838.44,0,0.0,4.32,13.8,9,0,324.11,0
TEL-10708,Central,Postpaid,Monthly,14,23.0,Smartphone-Premium,1,0,32.3,181,6,484.38,7038.88,1,21.8,3.75,9.6,16,0,477.86,0
TEL-10709,West,Prepaid,Monthly,8,25.0,Smartphone-Budget,0,0,4.3,168,11,201.22,1554.7,1,16.2,3.58,19.1,29,0,183.66,0
TEL-10710,West,Prepaid,Monthly,11,28.0,Feature,0,0,2.7,108,4,130.2,1821.05,2,32.0,15.16,30.5,26,1,170.79,1
TEL-10711,East,Prepaid,Monthly,36,53.0,Smartphone-Budget,0,0,2.9,550,31,205.82,6218.66,0,0.0,2.23,24.6,16,0,178.92,0
TEL-10712,South,Prepaid,Monthly,16,18.0,Smartphone-Premium,1,0,29.1,129,2,432.67,6435.6,0,0.0,1.76,28.8,8,0,425.07,0
TEL-10713,Central,Postpaid,Monthly,20,18.0,Smartphone-Premium,0,0,31.9,235,6,542.32,10291.1,3,11.8,1.04,4.5,8,0,551.99,0
TEL-10714,South,Prepaid,Monthly,66,62.0,Feature,0,0,3.0,286,35,162.66,11216.3,2,23.0,2.0,32.6,34,0,166.24,0
TEL-10715,West,Prepaid,Monthly,17,36.0,Smartphone-Premium,0,0,31.5,151,3,321.34,6922.07,0,0.0,2.48,,15,1,410.23,1
TEL-10716,North,Postpaid,Monthly,3,18.0,Smartphone-Budget,1,0,2.8,92,8,271.89,871.45,1,11.6,0.36,29.3,14,0,305.21,0
TEL-10717,Central,Postpaid,Annual,61,40.0,Smartphone-Budget,1,0,17.1,325,17,365.11,21813.91,0,0.0,5.69,12.3,5,0,361.52,0
TEL-10718,North,Prepaid,Monthly,38,46.0,Feature,1,0,20.5,258,17,391.56,15641.01,0,0.0,1.12,23.1,9,0,401.39,0
TEL-10719,North,Postpaid,Monthly,1,67.0,Feature,1,0,1.9,487,36,307.31,390.42,5,17.1,4.61,36.4,22,1,386.23,1
TEL-10720,West,Prepaid,Monthly,44,45.0,Smartphone-Premium,0,0,15.1,303,14,229.09,7558.66,0,0.0,3.67,21.2,15,0,170.92,0
TEL-10721,Central,Postpaid,Monthly,21,53.0,Smartphone-Budget,0,0,21.0,554,17,438.54,9561.78,1,4.1,0.66,11.6,15,0,465.31,0
TEL-10722,Central,Prepaid,Monthly,11,19.0,Smartphone-Premium,0,0,40.6,239,8,494.93,7447.97,0,0.0,0.92,6.4,7,0,659.7,0
TEL-10723,Central,Prepaid,Monthly,11,50.0,Smartphone-Premium,0,0,15.7,162,13,183.35,1712.28,0,0.0,9.19,27.8,3,0,155.85,0
TEL-10724,East,Prepaid,Monthly,18,34.0,Smartphone-Premium,0,0,32.8,214,7,360.47,6562.87,1,29.6,0.82,28.4,4,0,376.95,0
TEL-10725,South,Prepaid,Monthly,5,23.0,Smartphone-Budget,0,0,28.8,223,9,393.5,1854.14,2,10.2,1.08,33.6,30,1,404.07,1
TEL-10726,North,Prepaid,Monthly,36,39.0,Smartphone-Premium,0,1,4.7,290,12,315.76,11100.1,2,14.3,5.76,20.4,10,0,335.6,0
TEL-10727,Central,Prepaid,Monthly,49,44.0,Smartphone-Budget,0,0,13.7,237,17,199.97,9796.49,0,0.0,3.15,2.0,13,1,196.4,0
TEL-10728,West,Prepaid,Monthly,29,49.0,Feature,0,0,2.6,646,42,220.15,7035.3,0,0.0,3.05,19.4,16,0,229.09,0
TEL-10729,East,Prepaid,Monthly,19,18.0,Smartphone-Premium,0,0,12.1,93,1,186.09,4826.87,1,64.9,3.44,33.0,25,1,252.95,1
TEL-10730,South,Postpaid,Annual,17,39.0,Smartphone-Budget,0,1,4.7,129,8,381.07,9190.84,0,0.0,4.74,30.0,23,0,554.43,0
TEL-10731,Central,Postpaid,Annual,9,24.0,Smartphone-Budget,0,0,23.2,298,4,453.87,4231.42,1,14.4,7.61,14.5,5,1,494.14,1
TEL-10732,Central,Prepaid,Monthly,1,32.0,Smartphone-Budget,0,0,4.7,87,6,133.77,152.0,0,0.0,10.88,10.0,19,0,149.11,0
TEL-10733,South,Prepaid,Monthly,72,62.0,Smartphone-Budget,1,0,2.3,630,42,174.67,8246.77,0,0.0,4.31,38.3,4,0,125.24,0
TEL-10734,South,Postpaid,Annual,11,35.0,Smartphone-Budget,1,0,4.4,138,8,217.88,2756.64,4,26.6,3.32,19.0,7,0,234.29,0
TEL-10735,South,Prepaid,Monthly,16,28.0,Smartphone-Budget,0,0,34.7,172,4,465.82,7488.83,0,0.0,1.95,24.0,3,0,486.48,0
TEL-10736,West,Prepaid,Monthly,8,25.0,Smartphone-Budget,0,0,38.6,261,9,409.68,3228.72,0,0.0,0.75,22.7,11,0,406.91,0
TEL-10737,East,Postpaid,Annual,48,46.0,Smartphone-Budget,0,0,19.9,265,14,432.75,20724.95,0,0.0,1.42,17.8,14,0,401.26,0
TEL-10738,Central,Prepaid,Annual,66,52.0,Smartphone-Budget,0,0,15.3,439,14,233.7,21041.18,0,0.0,1.57,27.5,10,0,318.16,0
TEL-10739,Central,Prepaid,Monthly,18,43.0,Smartphone-Budget,1,0,4.9,157,7,152.82,2471.63,0,0.0,2.42,16.8,8,0,149.58,0
TEL-10740,South,Prepaid,Monthly,4,30.0,Smartphone-Budget,0,0,3.3,91,11,101.08,486.35,0,0.0,1.07,9.4,3,0,120.65,0
